State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
Idaho,1987,17638,23912,5979,7414,694000, 2.54 , 0.86 , 3.44 , 1.06 ,346,453,158,183,3553,9.74,4.44,12.77,5.15
Illinois,1987,193916,255440,61170,81020,8450500, 2.29 , 0.72 , 3.02 , 0.95 ,64239,93660,33354,46263,1177856,5.45,2.83,7.95,3.92
Indiana,1987,131174,162387,29880,40707,4039500, 3.24 , 0.73 , 4.01 , 1.00 ,28821,36971,8542,11950,298600,9.65,2.86,12.38,4.00
Iowa,1987,47517,56705,13661,16512,2084000, 2.28 , 0.65 , 2.72 , 0.79 ,3237,4415,1164,1763,31890,10.15,3.65,13.84,5.52
Kansas,1987,40039,57635,16747,22528,1809000, 2.21 , 0.92 , 3.18 , 1.24 ,7530,12130,3593,5630,92689,8.12,3.87,13.08,6.07
Kentucky,1987,63189,78455,26212,31683,2719000, 2.32 , 0.96 , 2.88 , 1.16 ,9891,13892,4366,6158,185357,5.33,2.35,7.49,3.32
Louisiana,1987,71839,117938,27077,42452,3096000, 2.32 , 0.87 , 3.80 , 1.37 ,41090,68283,24097,35201,820375,5.00,2.93,8.32,4.29
Maine,1987,20334,24530,6710,8038,888000, 2.28 , 0.75 , 2.76 , 0.90 ,200,266,21,36,2671,7.50,0.81,9.98,1.38
Maryland,1987,132521,188237,45768,59235,3434500, 3.85 , 1.33 , 5.48 , 1.72 ,68191,102240,24847,34573,819546,8.32,3.03,12.47,4.21
Massachusetts,1987,122290,182109,17405,23673,4583500, 2.66 , 0.37 , 3.97 , 0.51 ,23896,38557,3433,5676,188775,12.65,1.81,20.42,3.00
Michigan,1987,246466,319449,55863,79742,6703500, 3.67 , 0.83 , 4.76 , 1.18 ,41085,70756,22370,36077,877752,4.68,2.54,8.06,4.11
Minnesota,1987,96134,119080,13491,16037,3132500, 3.06 , 0.43 , 3.80 , 0.51 ,8018,10152,2085,2719,40057,20.01,5.20,25.34,6.78
Mississippi,1987,49031,66539,17057,23937,1824500, 2.68 , 0.93 , 3.64 , 1.31 ,25200,36209,8814,13612,565712,4.45,1.55,6.40,2.40
Missouri,1987,98199,132525,29767,40913,3757000, 2.61 , 0.79 , 3.52 , 1.08 ,27584,38664,9373,13832,361573,7.62,2.59,10.69,3.82
Montana,1987,15418,20198,4899,6086,584500, 2.63 , 0.83 , 3.45 , 1.04 ,151,214,92,114,1144,13.23,8.11,18.74,10.04
Nebraska,1987,26447,31483,7789,9875,1161000, 2.27 , 0.67 , 2.71 , 0.85 ,2826,3828,1505,2086,33738,8.37,4.46,11.34,6.18
Nevada,1987,17411,26104,7350,11784,774000, 2.24 , 0.94 , 3.37 , 1.52 ,3712,6281,1949,3298,46527,7.98,4.18,13.49,7.08
New Hamp,1987,18073,21562,2265,3132,791000, 2.28 , 0.28 , 2.72 , 0.39 ,818,885,18,42,4625,17.68,0.39,19.14,0.91
New Jersey,1987,177095,233218,41855,55517,5860000, 3.02 , 0.71 , 3.97 , 0.94 ,72747,107170,17603,26619,730745,9.95,2.40,14.66,3.64
New Mexico,1987,24606,32305,9402,12112,1021000, 2.41 , 0.92 , 3.16 , 1.18 ,3694,4683,1951,2223,16570,22.29,11.77,28.26,13.41
New York,1987,273849,397822,102702,143544,13520500, 2.02 , 0.75 , 2.94 , 1.06 ,111394,169754,58885,79196,1922028,5.79,3.06,8.83,4.12
North Carolina,1987,116800,154447,65469,82687,4825500, 2.42 , 1.35 , 3.20 , 1.71 ,41089,59860,28641,38121,975058,4.21,2.93,6.13,3.90
North Dakota,1987,9540,11563,2172,2602,482500, 1.97 , 0.45 , 2.39 , 0.53 ,206,229,76,80,2289,9.01,3.35,10.01,3.52
Ohio,1987,228407,286699,78794,102447,7938500, 2.87 , 0.99 , 3.61 , 1.29 ,99579,127323,29895,41354,787831,12.63,3.79,16.16,5.24
Oklahoma,1987,91155,122469,28956,38595,2372500, 3.84 , 1.22 , 5.16 , 1.62 ,18556,25635,7159,10161,137302,13.51,5.21,18.67,7.40
Oregon,1987,61553,85207,20331,25813,2035500, 3.02 , 0.99 , 4.18 , 1.26 ,3650,5468,1875,2605,28067,13.00,6.68,19.48,9.28
Pennsylvania,1987,205674,290562,40425,56692,9030000, 2.27 , 0.44 , 3.21 , 0.62 ,45840,76673,14588,23794,769002,5.96,1.89,9.97,3.09
Rhode Island,1987,19212,26806,2956,4384,761000, 2.52 , 0.38 , 3.52 , 0.57 ,3384,4973,517,937,24375,13.88,2.12,20.40,3.84
South Carolina,1987,68999,93090,32535,45199,2486000, 2.77 , 1.30 , 3.74 , 1.81 ,28327,41561,14223,21868,673968,4.20,2.11,6.16,3.24
South Dakota,1987,12734,15762,4529,5662,503500, 2.52 , 0.89 , 3.13 , 1.12 ,87,129,63,89,1926,4.52,3.30,6.71,4.65
Tennessee,1987,69250,102513,27923,35547,3586000, 1.93 , 0.77 , 2.85 , 0.99 ,25903,39901,11175,14400,523190,4.95,2.13,7.62,2.75
Texas,1987,326545,569083,110624,149445,11884500, 2.74 , 0.93 , 4.78 , 1.25 ,83126,162012,35066,51498,1304597,6.37,2.68,12.41,3.94
Utah,1987,17415,23619,4929,6803,1064000, 1.63 , 0.46 , 2.21 , 0.63 ,835,1236,454,623,7371,11.33,6.16,16.76,8.45
Vermont,1987,11666,14119,3021,3780,406000, 2.87 , 0.74 , 3.47 , 0.93 ,63,88,31,46,1171,5.40,2.72,7.51,3.97
Virginia,1987,101937,136432,37802,51123,4474500, 2.27 , 0.84 , 3.04 , 1.14 ,38765,56273,17042,24847,798057,4.85,2.13,7.05,3.11
Washington,1987,71285,122742,23046,29177,3391000, 2.10 , 0.67 , 3.61 , 0.86 ,7857,14752,3195,4373,78853,9.96,4.05,18.70,5.54
West Virginia,1987,20109,24824,7605,9066,1396500, 1.44 , 0.54 , 1.77 , 0.64 ,1825,2315,1053,1274,40059,4.55,2.62,5.78,3.18
Wisconsin,1987,69306,91914,22443,28540,3537000, 1.95 , 0.63 , 2.59 , 0.80 ,14627,21333,5529,7914,134950,10.83,4.09,15.80,5.86
Wyoming,1987,6695,9781,2717,3633,340500, 1.96 , 0.79 , 2.87 , 1.06 ,179,257,109,147,2256,7.93,4.83,11.39,6.52
Alabama,1986,121967,152457,31610,43320,2949000, 4.13 , 1.07 , 5.16 , 1.46 ,47643,62796,13037,19591,671138,7.09,1.94,9.35,2.91
Alaska,1986,7524,12988,2466,4926,373000, 2.01 , 0.66 , 3.48 , 1.32 ,586,1071,276,497,11487,5.10,2.41,9.32,4.33
Arizona,1986,71421,101466,17435,26869,2399000, 2.97 , 0.72 , 4.22 , 1.12 ,9859,13597,4502,6061,59292,16.62,7.59,22.93,10.22
Arkansas,1986,21189,39543,19364,24065,1729000, 1.22 , 1.11 , 2.28 , 1.39 ,7672,16609,7334,9668,232521,3.29,3.15,7.14,4.15
California,1986,730093,938632,154237,213721,19811000, 3.68 , 0.77 , 4.73 , 1.07 ,153173,211979,42919,64267,1028664,14.89,4.17,20.60,6.24
Colorado,1986,87741,104940,18627,22431,2432000, 3.60 , 0.76 , 4.31 , 0.92 ,9155,11515,2632,3475,81703,11.20,3.22,14.09,4.25
Connecticut,1986,66198,90590,18879,25784,2445000, 2.70 , 0.77 , 3.70 , 1.05 ,20388,29510,7046,10929,169016,12.06,4.16,17.46,6.46
Delaware,1986,5734,13527,3124,5947,371500, 1.54 , 0.84 , 3.64 , 1.60 ,2482,6094,1372,2940,75606,3.28,1.81,8.06,3.88
Florida,1986,363042,473148,84779,117016,9111000, 3.98 , 0.93 , 5.19 , 1.28 ,98218,138472,34787,51718,1068192,9.19,3.25,12.96,4.84
Georgia,1986,180988,258502,60220,77583,4402000, 4.11 , 1.36 , 5.87 , 1.76 ,77294,115587,28666,38889,1082575,7.13,2.64,10.67,3.59
Hawaii,1986,16364,25677,1696,3876,782000, 2.09 , 0.21 , 3.28 , 0.49 ,313,805,75,212,14164,2.21,0.53,5.68,1.50
Idaho,1986,16902,22689,5643,7091,705000, 2.39 , 0.80 , 3.21 , 1.00 ,333,444,157,189,3691,9.03,4.26,12.04,5.12
Illinois,1986,180387,241666,57456,76912,8490000, 2.12 , 0.67 , 2.84 , 0.90 ,58847,88239,30708,43245,1161350,5.06,2.64,7.59,3.72
Indiana,1986,126280,154689,28709,38884,4033000, 3.13 , 0.71 , 3.83 , 0.96 ,27491,35343,8087,11496,293751,9.35,2.75,12.03,3.91
Iowa,1986,45778,54711,12760,15537,2115000, 2.16 , 0.60 , 2.58 , 0.73 ,3054,4113,1041,1580,30933,9.87,3.36,13.29,5.10
Kansas,1986,40064,54970,16141,21486,1809000, 2.21 , 0.89 , 3.03 , 1.18 ,7437,11401,3433,5252,91311,8.14,3.75,12.48,5.75
Kentucky,1986,62119,76884,25753,31041,2728000, 2.27 , 0.94 , 2.81 , 1.13 ,9842,12895,4148,5511,183725,5.35,2.25,7.01,3.00
Louisiana,1986,75171,111456,25067,39367,3186000, 2.35 , 0.78 , 3.49 , 1.23 ,42727,63573,22236,32564,814101,5.24,2.73,7.80,4.00
Maine,1986,19577,23605,6523,7839,874000, 2.23 , 0.74 , 2.70 , 0.89 ,190,244,21,32,2637,7.24,0.81,9.27,1.22
Maryland,1986,120227,176248,44616,57942,3333000, 3.60 , 1.33 , 5.28 , 1.73 ,61971,94510,23977,33158,793988,7.80,3.01,11.90,4.17
Massachusetts,1986,110995,166670,16438,22074,4525000, 2.45 , 0.36 , 3.68 , 0.48 ,21513,34307,3100,5030,182586,11.78,1.69,18.78,2.75
Michigan,1986,242004,301905,55111,75853,6633000, 3.64 , 0.83 , 4.55 , 1.14 ,38378,62487,21788,33805,861336,4.45,2.52,7.25,3.92
Minnesota,1986,88608,110711,12970,15432,3098000, 2.86 , 0.41 , 3.57 , 0.49 ,7332,9583,1967,2536,38944,18.82,5.05,24.60,6.51
Mississippi,1986,47958,64927,16105,22852,1833000, 2.61 , 0.87 , 3.54 , 1.24 ,25065,34585,8208,12403,561200,4.46,1.46,6.16,2.21
Missouri,1986,94149,125128,25930,36239,3744000, 2.51 , 0.69 , 3.34 , 0.96 ,26683,36469,8649,12772,357456,7.46,2.41,10.20,3.57
Montana,1986,15283,19876,4781,5892,595000, 2.56 , 0.80 , 3.34 , 0.99 ,146,203,89,105,1141,12.80,7.82,17.79,9.23
Nebraska,1986,26301,30343,7609,9562,1177000, 2.23 , 0.64 , 2.57 , 0.81 ,2750,3613,1428,1998,33127,8.30,4.31,10.90,6.03
Nevada,1986,16521,25354,7417,11784,724000, 2.28 , 1.02 , 3.50 , 1.62 ,3540,6063,1969,3266,44438,7.96,4.43,13.64,7.35
New Hamp,1986,16270,19467,2119,2901,765000, 2.12 , 0.27 , 2.54 , 0.37 ,818,876,13,36,4348,18.82,0.31,20.16,0.84
New Jersey,1986,173045,227133,40206,52226,5815000, 2.97 , 0.69 , 3.90 , 0.89 ,72182,102202,15912,23726,711556,10.14,2.23,14.36,3.33
New Mexico,1986,22330,29894,9045,11461,995000, 2.24 , 0.90 , 3.00 , 1.15 ,3391,4417,1884,2140,16389,20.69,11.49,26.95,13.05
New York,1986,262371,385052,96568,135017,13472000, 1.94 , 0.71 , 2.85 , 1.00 ,107067,164087,55147,74691,1876551,5.70,2.93,8.74,3.98
North Carolina,1986,110084,147146,61051,78749,4748000, 2.31 , 1.28 , 3.09 , 1.65 ,37894,55960,26353,35962,959710,3.94,2.74,5.83,3.74
North Dakota,1986,9359,11343,2082,2503,495000, 1.89 , 0.42 , 2.29 , 0.50 ,215,234,80,86,2229,9.68,3.60,10.50,3.87
Ohio,1986,217113,274879,75343,97806,7891000, 2.75 , 0.95 , 3.48 , 1.23 ,94722,122772,28300,39545,777062,12.18,3.64,15.79,5.08
Oklahoma,1986,84757,115431,26618,36214,2445000, 3.46 , 1.08 , 4.72 , 1.48 ,17065,23998,6484,9404,136605,12.49,4.74,17.56,6.88
Oregon,1986,59224,80908,19294,24064,2016000, 2.93 , 0.95 , 4.01 , 1.19 ,3430,5044,1758,2333,27364,12.53,6.42,18.43,8.52
Pennsylvania,1986,208269,290558,39114,54315,9023000, 2.30 , 0.43 , 3.22 , 0.60 ,45141,76755,14352,22957,760823,5.93,1.88,10.08,3.01
Rhode Island,1986,17272,25123,2831,4189,750000, 2.30 , 0.37 , 3.34 , 0.55 ,3017,4625,498,895,23428,12.88,2.12,19.74,3.82
South Carolina,1986,66889,88343,30766,42442,2467000, 2.71 , 1.24 , 3.58 , 1.72 ,27092,38755,13216,20076,664072,4.07,1.99,5.83,3.02
South Dakota,1986,11498,14249,4356,5520,509000, 2.25 , 0.85 , 2.79 , 1.08 ,77,122,59,89,1860,4.16,3.20,6.58,4.81
Tennessee,1986,62864,96359,27711,35302,3563000, 1.76 , 0.77 , 2.70 , 0.99 ,23401,37564,11118,14368,515858,4.53,2.15,7.28,2.78
Texas,1986,301680,524934,101222,139756,11891000, 2.53 , 0.85 , 4.41 , 1.17 ,74315,148707,31626,48343,1278859,5.81,2.47,11.62,3.78
Utah,1986,16489,22563,4684,6529,1058000, 1.55 , 0.44 , 2.13 , 0.61 ,773,1164,437,585,7253,10.66,6.03,16.05,8.07
Vermont,1986,11211,13961,2924,3621,401000, 2.79 , 0.72 , 3.48 , 0.90 ,58,84,30,43,1109,5.31,2.72,7.62,3.90
Virginia,1986,98677,132035,35435,48365,4377000, 2.25 , 0.80 , 3.01 , 1.10 ,37834,53034,15681,22501,782299,4.83,2.00,6.77,2.87
Washington,1986,68013,108552,21973,28576,3317000, 2.05 , 0.66 , 3.27 , 0.86 ,7237,13087,2999,4337,78011,9.27,3.84,16.77,5.56
West Virginia,1986,20066,24525,7528,9010,1435000, 1.39 , 0.52 , 1.70 , 0.62 ,1779,2290,1059,1282,40736,4.36,2.60,5.62,3.14
Wisconsin,1986,68368,89297,21881,27578,3515000, 1.94 , 0.62 , 2.54 , 0.78 ,14235,20519,5245,7528,131100,10.85,4.00,15.65,5.74
Wyoming,1986,6353,9233,2697,3552,360000, 1.76 , 0.74 , 2.56 , 0.98 ,181,238,109,137,2266,7.99,4.81,10.54,6.05
Alabama,1985,123238,152007,31080,42095,2921000, 4.21 , 1.06 , 5.20 , 1.44 ,48429,62096,12802,18695,664507,7.28,1.92,9.34,2.81
Alaska,1985,6614,11707,1916,4245,360500, 1.83 , 0.53 , 3.24 , 1.17 ,489,920,189,407,11142,4.39,1.69,8.26,3.65
Arizona,1985,68556,95436,15714,24245,2328000, 2.94 , 0.67 , 4.09 , 1.04 ,9531,12906,4171,5597,57618,16.54,7.24,22.40,9.71
Arkansas,1985,19248,34869,18113,20460,1717000, 1.12 , 1.05 , 2.03 , 1.19 ,6564,14330,6787,7939,232025,2.82,2.92,6.17,3.42
California,1985,696624,891014,135045,185156,19452500, 3.58 , 0.69 , 4.58 , 0.95 ,154934,196477,36431,54024,1064871,14.54,3.42,18.45,5.07
Colorado,1985,85006,102098,17973,21342,2389500, 3.55 , 0.75 , 4.27 , 0.89 ,8685,11085,2571,3276,79408,10.93,3.23,13.96,4.12
Connecticut,1985,61991,83546,18297,24446,2426500, 2.55 , 0.75 , 3.44 , 1.00 ,18887,26901,6690,10099,163886,11.52,4.08,16.41,6.16
Delaware,1985,4983,11843,2726,5279,363500, 1.37 , 0.75 , 3.25 , 1.45 ,2260,5278,1263,2604,73229,3.08,1.72,7.20,3.55
Florida,1985,308707,411204,77254,105854,8871000, 3.47 , 0.87 , 4.63 , 1.19 ,82606,115645,30939,44232,1032879,7.99,2.99,11.19,4.28
Georgia,1985,167463,240289,56796,72810,4315000, 3.88 , 1.31 , 5.56 , 1.68 ,71994,106034,26783,35756,1058881,6.79,2.52,10.01,3.37
Hawaii,1985,14926,23548,1459,3570,770000, 1.93 , 0.18 , 3.05 , 0.46 ,289,676,39,168,14011,2.06,0.28,4.82,1.20
Idaho,1985,16219,21489,5427,6771,697000, 2.32 , 0.77 , 3.08 , 0.97 ,315,426,155,187,3830,8.22,4.07,11.14,4.90
Illinois,1985,168972,225888,54012,72646,8463000, 1.99 , 0.63 , 2.66 , 0.85 ,54421,81584,28170,40221,1144844,4.75,2.46,7.12,3.51
Indiana,1985,122157,148789,27267,37171,4015500, 3.04 , 0.67 , 3.70 , 0.92 ,26327,33959,7525,10989,288902,9.11,2.60,11.75,3.80
Iowa,1985,43619,52907,12031,14863,2118000, 2.05 , 0.56 , 2.49 , 0.70 ,2867,3870,945,1450,29975,9.56,3.15,12.91,4.83
Kansas,1985,37504,52320,15761,20493,1800000, 2.08 , 0.87 , 2.90 , 1.13 ,6869,10766,3303,4981,89932,7.63,3.67,11.97,5.53
Kentucky,1985,54518,75210,25142,30117,2712000, 2.01 , 0.92 , 2.77 , 1.11 ,8713,12454,3893,5085,182093,4.78,2.13,6.83,2.79
Louisiana,1985,77136,106358,23598,37488,3155000, 2.44 , 0.74 , 3.37 , 1.18 ,42813,60360,20892,30924,807826,5.29,2.58,7.47,3.82
Maine,1985,17415,21971,6366,7592,865000, 2.01 , 0.73 , 2.54 , 0.87 ,167,222,21,36,2603,6.43,0.83,8.56,1.40
Maryland,1985,110428,164886,43559,56564,3296000, 3.35 , 1.32 , 5.00 , 1.71 ,56720,88027,23258,32124,768430,7.38,3.02,11.45,4.18
Massachusetts,1985,128331,150952,15461,20851,4492000, 2.85 , 0.34 , 3.36 , 0.46 ,24884,30487,2769,4618,176397,14.10,1.56,17.28,2.61
Michigan,1985,232476,289318,54736,72491,6612000, 3.51 , 0.82 , 4.37 , 1.09 ,37721,55789,21384,31613,844920,4.46,2.53,6.60,3.74
Minnesota,1985,79051,104490,12550,14893,3073000, 2.57 , 0.40 , 3.40 , 0.48 ,6167,9057,1880,2403,37830,16.30,4.97,23.94,6.35
Mississippi,1985,46413,63123,15229,21621,1818500, 2.55 , 0.83 , 3.47 , 1.18 ,24287,33796,7798,11842,556688,4.36,1.40,6.07,2.12
Missouri,1985,87210,119540,25906,35702,3720500, 2.34 , 0.69 , 3.21 , 0.95 ,24618,34953,7979,11897,353339,6.96,2.25,9.89,3.36
Montana,1985,14956,19457,4630,5759,591500, 2.52 , 0.78 , 3.28 , 0.97 ,136,196,85,101,1137,12.00,7.52,17.24,8.94
Nebraska,1985,24408,28998,7509,9323,1173000, 2.08 , 0.64 , 2.47 , 0.79 ,2492,3377,1368,1921,32515,7.66,4.20,10.38,5.90
Nevada,1985,15495,23411,6692,10463,705000, 2.19 , 0.94 , 3.32 , 1.48 ,3300,5488,1741,2835,42349,7.79,4.11,12.95,6.69
New Hamp,1985,16128,18872,1994,2677,749500, 2.15 , 0.26 , 2.51 , 0.35 ,770,895,10,24,4071,18.92,0.25,21.98,0.60
New Jersey,1985,172024,221780,38546,49881,5762000, 2.98 , 0.66 , 3.84 , 0.86 ,70851,98679,14802,22292,692366,10.23,2.13,14.25,3.21
New Mexico,1985,19551,27332,8456,10769,995000, 1.96 , 0.84 , 2.74 , 1.08 ,3000,4104,1784,2041,16207,18.51,11.00,25.32,12.59
New York,1985,260314,370548,91738,126450,13417000, 1.94 , 0.68 , 2.76 , 0.94 ,107529,157606,52235,69748,1831075,5.87,2.85,8.60,3.80
North Carolina,1985,103883,139704,57756,75100,4674000, 2.22 , 1.23 , 2.98 , 1.60 ,34919,52235,24745,34118,944362,3.69,2.62,5.53,3.61
North Dakota,1985,9055,11087,1967,2389,493000, 1.83 , 0.39 , 2.24 , 0.48 ,216,239,83,88,2169,9.97,3.85,11.04,4.08
Ohio,1985,205574,262919,72445,93309,7874000, 2.61 , 0.92 , 3.33 , 1.18 ,88560,114887,26825,36522,766293,11.55,3.50,14.99,4.76
Oklahoma,1985,89115,108855,25777,34107,2423000, 3.67 , 1.06 , 4.49 , 1.40 ,17813,22461,6262,8745,135907,13.10,4.60,16.52,6.43
Oregon,1985,55013,75375,18111,22565,2003000, 2.74 , 0.90 , 3.76 , 1.12 ,3117,4591,1602,2119,26661,11.69,6.01,17.22,7.94
Pennsylvania,1985,219249,279475,37724,51951,9009500, 2.43 , 0.41 , 3.10 , 0.57 ,53782,77175,13913,21948,752643,7.14,1.84,10.25,2.91
Rhode Island,1985,15986,23503,2672,3979,744000, 2.14 , 0.35 , 3.15 , 0.53 ,2775,4291,456,834,22482,12.34,2.03,19.08,3.71
South Carolina,1985,65534,84170,29192,39702,2428000, 2.69 , 1.20 , 3.46 , 1.63 ,26188,36588,12340,18677,654176,4.00,1.88,5.59,2.85
South Dakota,1985,9932,12609,4108,5155,506500, 1.96 , 0.81 , 2.48 , 1.01 ,64,99,53,75,1794,3.57,2.97,5.56,4.20
Tennessee,1985,60282,89620,27137,34264,3526500, 1.70 , 0.76 , 2.54 , 0.97 ,23259,34514,10878,13642,508526,4.57,2.13,6.78,2.68
Texas,1985,292647,494182,93072,130604,11650500, 2.51 , 0.79 , 4.24 , 1.12 ,72114,138193,28690,44722,1253121,5.75,2.28,11.02,3.56
Utah,1985,15465,21520,4427,6060,1041000, 1.48 , 0.42 , 2.06 , 0.58 ,718,1118,410,559,7135,10.06,5.75,15.67,7.84
Vermont,1985,10116,13678,2787,3464,396500, 2.55 , 0.70 , 3.44 , 0.87 ,53,80,27,40,1048,5.05,2.65,7.69,3.83
Virginia,1985,94246,128323,33690,45763,4309000, 2.18 , 0.78 , 2.97 , 1.06 ,36010,51443,14890,21315,766541,4.69,1.94,6.71,2.78
Washington,1985,64895,99607,20998,27907,3272500, 1.98 , 0.64 , 3.04 , 0.85 ,7801,11384,2799,3786,77169,10.11,3.62,14.75,4.90
West Virginia,1985,19615,24282,7339,9064,1433500, 1.36 , 0.51 , 1.69 , 0.63 ,1711,2267,1041,1301,41413,4.13,2.51,5.47,3.14
Wisconsin,1985,66410,85176,21255,24807,3497000, 1.89 , 0.60 , 2.43 , 0.70 ,13470,18905,4937,6291,127250,10.58,3.87,14.85,4.94
Wyoming,1985,5753,8557,2690,3448,357000, 1.61 , 0.75 , 2.39 , 0.96 ,164,242,111,146,2275,7.21,4.87,10.66,6.44
Alabama,1984,124126,151757,30231,40713,2893000, 4.29 , 1.04 , 5.24 , 1.40 ,48500,62173,12403,18248,657876,7.37,1.88,9.45,2.77
Alaska,1984,6398,10544,1613,3580,348000, 1.83 , 0.46 , 3.03 , 1.02 ,475,812,163,339,10797,4.39,1.51,7.52,3.14
Arizona,1984,66535,91159,14313,22158,2257000, 2.94 , 0.63 , 4.03 , 0.98 ,8709,11850,3901,5227,55945,15.56,6.97,21.18,9.34
Arkansas,1984,19996,35812,17673,22145,1705000, 1.17 , 1.03 , 2.10 , 1.29 ,7050,14701,6545,8686,231530,3.04,2.82,6.34,3.75
California,1984,678916,853266,121253,164581,19094000, 3.55 , 0.63 , 4.46 , 0.86 ,141405,183456,31808,45251,1101079,12.84,2.88,16.66,4.10
Colorado,1984,83710,99839,17428,20659,2347000, 3.56 , 0.74 , 4.25 , 0.88 ,8666,10527,2408,2966,77114,11.23,3.12,13.65,3.84
Connecticut,1984,49062,73832,17679,23397,2408000, 2.03 , 0.73 , 3.06 , 0.97 ,14839,23619,6396,9528,158757,9.34,4.02,14.87,6.00
Delaware,1984,4018,9944,2654,4856,458000, 0.87 , 0.57 , 2.17 , 1.06 ,1854,4521,1181,2362,70852,2.61,1.66,6.38,3.33
Florida,1984,252246,326108,70887,97801,8631000, 2.92 , 0.82 , 3.77 , 1.13 ,72589,98353,27899,40408,997566,7.27,2.79,9.85,4.05
Georgia,1984,156643,223844,53141,68949,4228000, 3.70 , 1.25 , 5.29 , 1.63 ,68414,98064,24930,33338,1035187,6.60,2.40,9.47,3.22
Hawaii,1984,13623,21176,1264,3229,758000, 1.79 , 0.16 , 2.79 , 0.42 ,233,561,28,143,13857,1.68,0.20,4.05,1.03
Idaho,1984,15518,20311,5234,6487,689000, 2.25 , 0.75 , 2.94 , 0.94 ,302,399,153,182,3968,7.61,3.87,10.06,4.59
Illinois,1984,149005,211094,50974,68088,8436000, 1.76 , 0.60 , 2.50 , 0.80 ,47920,74650,26095,36619,1128338,4.24,2.31,6.61,3.24
Indiana,1984,118304,143546,26082,35410,3998000, 2.95 , 0.65 , 3.59 , 0.88 ,25299,32418,7059,10263,284053,8.90,2.48,11.41,3.61
Iowa,1984,40855,50548,11385,14221,2121000, 1.92 , 0.53 , 2.38 , 0.67 ,2677,3606,868,1327,29018,9.22,2.99,12.42,4.57
Kansas,1984,35652,49963,15405,19649,1791000, 1.99 , 0.86 , 2.78 , 1.09 ,6454,10114,3176,4656,88554,7.28,3.58,11.42,5.25
Kentucky,1984,53683,74266,24548,29368,2696000, 1.99 , 0.91 , 2.75 , 1.08 ,8463,12383,3900,5120,180461,4.68,2.16,6.86,2.83
Louisiana,1984,74807,104506,22484,36143,3124000, 2.39 , 0.71 , 3.34 , 1.15 ,41225,58762,19855,29646,801552,5.14,2.47,7.33,3.69
Maine,1984,16409,20653,6392,7424,856000, 1.91 , 0.74 , 2.41 , 0.86 ,157,204,21,33,2569,6.14,0.84,7.95,1.28
Maryland,1984,102231,153738,42584,55708,3259000, 3.13 , 1.30 , 4.71 , 1.70 ,52533,81621,22569,31313,742872,7.07,3.03,10.98,4.21
Massachusetts,1984,126182,147145,14787,19670,4459000, 2.82 , 0.33 , 3.29 , 0.44 ,24712,29137,2548,3978,170208,14.51,1.49,17.11,2.33
Michigan,1984,223983,277510,55144,69748,6591000, 3.39 , 0.83 , 4.21 , 1.05 ,37251,51635,21447,28907,828504,4.49,2.58,6.23,3.48
Minnesota,1984,67601,93329,12140,14307,3048000, 2.21 , 0.39 , 3.06 , 0.46 ,5138,7664,1764,2185,36717,13.99,4.80,20.87,5.95
Mississippi,1984,45900,61962,14434,20549,1804000, 2.54 , 0.80 , 3.43 , 1.13 ,23883,33442,7398,11448,552177,4.32,1.33,6.05,2.07
Missouri,1984,84424,112936,24742,33522,3697000, 2.28 , 0.66 , 3.05 , 0.90 ,24267,32562,7553,10728,349222,6.94,2.16,9.32,3.07
Montana,1984,15332,19390,4687,5652,588000, 2.60 , 0.79 , 3.29 , 0.96 ,147,189,86,97,1134,12.98,7.65,16.68,8.58
Nebraska,1984,23054,27642,7541,9195,1169000, 1.97 , 0.64 , 2.36 , 0.78 ,2371,3085,1344,1768,31904,7.43,4.21,9.66,5.54
Nevada,1984,14527,22029,6045,9533,686000, 2.11 , 0.88 , 3.21 , 1.38 ,3076,5084,1541,2528,40261,7.64,3.82,12.62,6.27
New Hamp,1984,15728,18249,1918,2499,734000, 2.14 , 0.26 , 2.48 , 0.34 ,688,871,9,28,3795,18.14,0.26,22.96,0.76
New Jersey,1984,169191,215730,36977,47340,5709000, 2.96 , 0.64 , 3.77 , 0.82 ,72739,92548,13739,18959,673177,10.80,2.04,13.74,2.81
New Mexico,1984,17699,24880,7925,10054,995000, 1.77 , 0.79 , 2.50 , 1.01 ,2685,3780,1685,1934,16026,16.75,10.51,23.58,12.07
New York,1984,256117,359212,87014,120123,13362000, 1.91 , 0.65 , 2.68 , 0.89 ,97534,158872,49980,71734,1785598,5.46,2.79,8.89,4.01
North Carolina,1984,97053,132166,54969,71340,4600000, 2.10 , 1.19 , 2.87 , 1.55 ,31791,48203,23381,31941,929014,3.42,2.51,5.18,3.43
North Dakota,1984,8965,10975,1920,2352,491000, 1.82 , 0.39 , 2.23 , 0.47 ,213,249,85,93,2109,10.14,4.04,11.80,4.41
Ohio,1984,193466,250876,70139,88758,7857000, 2.46 , 0.89 , 3.19 , 1.12 ,77484,102086,25934,34015,755524,10.25,3.43,13.51,4.50
Oklahoma,1984,87668,107740,24918,32790,2401000, 3.65 , 1.03 , 4.48 , 1.36 ,17477,22169,6021,8378,135210,12.92,4.45,16.39,6.19
