State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
New Hamp,2003,27063,33629,7274,9708,981456, 2.75 , 0.74 , 3.42 , 0.98 ,2032,2853,558,693,10151,20.01,5.49,28.10,6.82
New Jersey,2003,385323,519650,118738,145984,6506779, 5.92 , 1.82 , 7.98 , 2.24 ,192442,266310,66396,85882,799684,24.06,8.30,33.30,10.73
New Mexico,2003,70260,92006,24569,30792,1372580, 5.11 , 1.79 , 6.70 , 2.24 ,7322,9267,3059,3783,37043,19.76,8.25,25.01,10.21
New York,2003,432651,622167,221392,286590,14657367, 2.95 , 1.51 , 4.24 , 1.95 ,199654,306186,139260,175342,2348988,8.49,5.92,13.03,7.46
North Carolina,2003,269035,341451,123440,157000,6319805, 4.25 , 1.95 , 5.40 , 2.48 ,131382,173163,65817,87800,1257998,10.44,5.23,13.76,6.97
North Dakota,2003,16423,20597,4834,6073,487010, 3.37 , 0.99 , 4.22 , 1.24 ,418,530,164,195,4690,8.92,3.50,11.31,4.16
Ohio,2003,463631,576288,187188,231966,8620509, 5.37 , 2.17 , 6.68 , 2.69 ,201626,255343,91135,115393,919374,21.93,9.91,27.77,12.55
Oklahoma,2003,178754,229670,59088,81909,2633289, 6.78 , 2.24 , 8.72 , 3.11 ,41525,56740,16954,25161,194321,21.36,8.72,29.19,12.94
Oregon,2003,109572,169405,42031,54746,2710424, 4.04 , 1.55 , 6.25 , 2.01 ,7022,13120,4715,6515,54114,12.97,8.71,24.24,12.04
Pennsylvania,2003,211874,404837,85324,126214,9534761, 2.22 , 0.89 , 4.24 , 1.32 ,57397,136128,30277,55917,823438,6.97,3.67,16.53,6.79
Rhode Island,2003,49617,70141,12240,15767,832115, 5.96 , 1.47 , 8.42 , 1.89 ,11429,16541,3338,4567,40658,28.11,8.21,40.68,11.23
South Carolina,2003,135663,185422,68068,91787,3123648, 4.34 , 2.17 , 5.93 , 2.93 ,71606,103188,38481,55103,821742,8.71,4.68,12.55,6.70
South Dakota,2003,30533,39553,10212,13238,568883, 5.36 , 1.79 , 6.95 , 2.32 ,368,630,294,427,5843,6.29,5.03,10.79,7.32
Tennessee,2003,205674,273536,78349,103752,4447269, 4.62 , 1.76 , 6.15 , 2.33 ,88201,120630,36851,49775,662706,13.30,5.56,18.20,7.51
Texas,2003,1016229,1536691,338035,504946,15878347, 6.40 , 2.12 , 9.67 , 3.18 ,304989,469405,124039,200011,1918877,15.89,6.46,24.46,10.42
Utah,2003,44142,61545,19491,25254,1608540, 2.74 , 1.21 , 3.82 , 1.57 ,2050,3032,1237,1679,18004,11.39,6.87,16.84,9.32
Vermont,2003,20979,26600,8080,10024,481661, 4.35 , 1.67 , 5.52 , 2.08 ,320,428,167,223,4382,7.30,3.81,9.78,5.09
Virginia,2003,273180,351814,84576,119643,5587563, 4.88 , 1.51 , 6.29 , 2.14 ,143916,190613,44325,67845,1037813,13.86,4.27,18.36,6.53
Washington,2003,271297,371518,54272,70420,4634864, 5.85 , 1.17 , 8.01 , 1.51 ,37515,52439,10383,14038,169989,22.06,6.10,30.84,8.25
West Virginia,2003,24570,34737,10263,15021,1419453, 1.73 , 0.72 , 2.44 , 1.05 ,2589,3964,1527,2286,47344,5.47,3.22,8.37,4.82
Wisconsin,2003,129649,190140,48291,70905,4139405, 3.13 , 1.16 , 4.59 , 1.71 ,35044,58530,18625,29530,213745,16.39,8.71,27.38,13.81
Wyoming,2003,14844,20559,5118,6990,380169, 3.90 , 1.34 , 5.40 , 1.83 ,412,647,205,317,4120,10.00,4.98,15.71,7.71
Alabama,2002,164890,230007,63847,91794,3367982, 4.89 , 1.89 , 6.82 , 2.72 ,81865,116643,31731,50092,797661,10.26,3.97,14.62,6.27
Alaska,2002,24190,33856,12476,16874,451658, 5.35 , 2.76 , 7.49 , 3.73 ,2520,3841,1543,2199,18641,13.51,8.28,20.60,11.80
Arizona,2002,205798,300788,59390,88749,3961827, 5.19 , 1.49 , 7.59 , 2.24 ,23810,34492,10451,14899,150817,15.78,6.92,22.87,9.87
Arkansas,2002,74695,127063,44094,57184,2024293, 3.68 , 2.17 , 6.27 , 2.82 ,26911,49887,18289,25535,278560,9.66,6.56,17.90,9.16
California,2002,1597370,2134409,797323,959640,25626865, 6.23 , 3.11 , 8.32 , 3.74 ,437458,602227,233163,283296,1861711,23.49,12.52,32.34,15.21
Colorado,2002,153138,205382,40691,59524,3354179, 4.56 , 1.21 , 6.12 , 1.77 ,21896,31777,9117,13843,138559,15.80,6.58,22.93,9.99
Connecticut,2002,181762,229993,43553,64273,2620623, 6.93 , 1.66 , 8.77 , 2.45 ,60410,82308,20015,33091,233028,25.92,8.58,35.32,14.20
Delaware,2002,27858,41095,11385,18163,610877, 4.56 , 1.86 , 6.72 , 2.97 ,16108,23513,6108,10453,115012,14.00,5.31,20.44,9.08
Florida,2002,1327749,1545037,233667,308877,12834962, 10.34 , 1.82 , 12.03 , 2.40 ,467775,556233,111515,150942,1726487,27.09,6.45,32.21,8.74
Georgia,2002,507634,707783,135286,182731,6277747, 8.08 , 2.15 , 11.27 , 2.91 ,264923,381086,76826,108558,1611720,16.43,4.76,23.64,6.73
Hawaii,2002,41030,60057,10659,16082,945707, 4.33 , 1.12 , 6.35 , 1.70 ,1975,2813,508,815,21073,9.37,2.41,13.34,3.86
Idaho,2002,46144,62481,15351,21555,970931, 4.75 , 1.58 , 6.43 , 2.22 ,912,1200,384,502,7253,12.57,5.30,16.54,6.93
Illinois,2002,418033,570668,178503,221196,9351258, 4.47 , 1.90 , 6.10 , 2.36 ,193564,279635,124994,155900,1221832,15.84,10.23,22.88,12.75
Indiana,2002,313231,381795,70000,91611,4558779, 6.87 , 1.53 , 8.37 , 2.00 ,90925,115105,30203,39506,347267,26.18,8.69,33.14,11.37
Iowa,2002,84597,105956,32865,41263,2232958, 3.78 , 1.47 , 4.74 , 1.84 ,8734,12432,3980,6121,48971,17.83,8.12,25.38,12.50
Kansas,2002,94147,112056,35127,44062,2012589, 4.67 , 1.74 , 5.56 , 2.18 ,23805,29949,10682,14128,115416,20.62,9.25,25.94,12.24
Kentucky,2002,111555,156232,56922,72855,3098456, 3.60 , 1.83 , 5.04 , 2.35 ,25907,38915,14702,20808,204120,12.69,7.20,19.06,10.19
Louisiana,2002,178571,274814,90904,126640,3289007, 5.42 , 2.76 , 8.35 , 3.85 ,112163,178600,70485,97832,975959,11.49,7.22,18.29,10.02
Maine,2002,33909,41069,8569,10469,1004093, 3.37 , 0.85 , 4.09 , 1.04 ,393,524,77,149,7888,4.98,0.98,6.64,1.89
Maryland,2002,226515,287801,79025,103187,4078282, 5.55 , 1.93 , 7.05 , 2.53 ,131334,173996,51648,70360,1075921,12.20,4.80,16.17,6.53
Massachusetts,2002,224673,263618,33031,43360,4938844, 4.54 , 0.66 , 5.33 , 0.87 ,58890,69947,8507,12382,228338,25.79,3.72,30.63,5.42
Michigan,2002,260405,387063,98563,149154,7484586, 3.47 , 1.31 , 5.17 , 1.99 ,63439,115947,46263,75133,972490,6.52,4.75,11.92,7.72
Minnesota,2002,207069,249198,29715,36844,3764276, 5.50 , 0.78 , 6.62 , 0.97 ,22996,31861,7714,10023,123935,18.55,6.22,25.70,8.08
Mississippi,2002,86609,128792,36880,59585,2105144, 4.11 , 1.75 , 6.11 , 2.83 ,51079,80091,22151,39139,683776,7.47,3.23,11.71,5.72
Missouri,2002,204820,292973,77546,107645,4261473, 4.80 , 1.81 , 6.87 , 2.52 ,59808,92394,25885,39643,425651,14.05,6.08,21.70,9.31
Montana,2002,24970,35309,8421,11711,691595, 3.61 , 1.21 , 5.10 , 1.69 ,274,395,113,159,4026,6.81,2.81,9.81,3.97
Nebraska,2002,46330,55542,14553,18611,1284909, 3.60 , 1.13 , 4.32 , 1.44 ,7512,9588,3162,4366,51390,14.61,6.15,18.65,8.49
Nevada,2002,54021,76230,29825,40303,1601236, 3.37 , 1.86 , 4.76 , 2.51 ,14487,20811,8199,11463,118646,12.21,6.91,17.54,9.66
New Hamp,2002,27301,33359,6817,9268,967040, 2.82 , 0.70 , 3.44 , 0.95 ,2130,2871,530,666,9767,21.81,5.42,29.39,6.82
New Jersey,2002,372847,513938,114456,142347,6457101, 5.77 , 1.77 , 7.95 , 2.20 ,187937,265131,64234,84181,790915,23.76,8.12,33.52,10.64
New Mexico,2002,70614,88432,23673,29662,1349756, 5.23 , 1.75 , 6.55 , 2.19 ,7491,9125,3051,3747,37029,20.23,8.24,24.64,10.12
New York,2002,391524,618128,215009,282074,14557470, 2.68 , 1.47 , 4.24 , 1.93 ,185597,307586,139076,176192,2335659,7.94,5.95,13.16,7.54
North Carolina,2002,258073,332174,122671,155474,6248539, 4.13 , 1.96 , 5.31 , 2.48 ,125452,168285,65447,86934,1238602,10.12,5.28,13.58,7.01
North Dakota,2002,15507,19482,4490,5602,484623, 3.19 , 0.92 , 4.02 , 1.15 ,381,486,147,175,4460,8.54,3.31,10.89,3.94
Ohio,2002,442897,553858,178131,223777,8575273, 5.16 , 2.07 , 6.45 , 2.60 ,196047,249150,87991,112719,910038,21.54,9.66,27.37,12.38
Oklahoma,2002,169545,222321,56204,79589,2609846, 6.49 , 2.15 , 8.51 , 3.04 ,39423,55144,16111,24520,191214,20.61,8.42,28.83,12.82
Oregon,2002,106436,165323,41180,53266,2668030, 3.98 , 1.54 , 6.19 , 1.99 ,6936,12892,4705,6417,53076,13.06,8.86,24.29,12.09
Pennsylvania,2002,213256,396094,80150,120318,9474438, 2.25 , 0.84 , 4.18 , 1.26 ,57827,132911,28675,53862,818216,7.06,3.50,16.24,6.58
Rhode Island,2002,47153,67684,10598,14118,823971, 5.72 , 1.28 , 8.21 , 1.71 ,11022,16136,3009,4236,39105,28.18,7.69,41.26,10.83
South Carolina,2002,127734,178616,64654,88369,3085678, 4.13 , 2.09 , 5.78 , 2.86 ,66648,98891,36279,52898,813073,8.19,4.46,12.16,6.50
South Dakota,2002,29487,37828,9388,12286,563378, 5.23 , 1.66 , 6.71 , 2.18 ,346,588,264,392,5562,6.22,4.75,10.57,7.05
Tennessee,2002,192467,259708,73189,98178,4395187, 4.37 , 1.66 , 5.90 , 2.23 ,82881,114995,34543,47256,652395,12.70,5.29,17.62,7.24
Texas,2002,968341,1486026,330866,492869,15589150, 6.21 , 2.12 , 9.53 , 3.16 ,296455,459172,121902,195640,1879251,15.77,6.48,24.43,10.41
Utah,2002,41267,58360,18361,23928,1580915, 2.61 , 1.16 , 3.69 , 1.51 ,1947,2913,1190,1617,17336,11.23,6.86,16.80,9.33
Vermont,2002,19735,25056,6985,8848,476774, 4.13 , 1.46 , 5.25 , 1.85 ,267,370,129,183,4255,6.29,3.05,8.71,4.32
Virginia,2002,258665,334394,80621,114350,5506787, 4.69 , 1.46 , 6.07 , 2.07 ,135330,180272,42913,65536,1021302,13.25,4.20,17.65,6.41
Washington,2002,237813,341075,49290,65352,4561886, 5.21 , 1.08 , 7.47 , 1.43 ,32241,47560,9697,13333,164659,19.58,5.88,28.88,8.09
West Virginia,2002,23010,32547,9616,14160,1411335, 1.63 , 0.68 , 2.30 , 1.00 ,2391,3678,1413,2138,46563,5.13,3.03,7.90,4.59
Wisconsin,2002,125025,183148,45617,67750,4099571, 3.04 , 1.11 , 4.46 , 1.65 ,33786,56215,17420,28093,208408,16.21,8.35,26.97,13.48
Wyoming,2002,14379,19899,4971,6708,375663, 3.82 , 1.32 , 5.29 , 1.78 ,395,620,197,301,4080,9.68,4.83,15.21,7.39
Alabama,2001,158194,222891,62217,88958,3355089, 4.71 , 1.85 , 6.64 , 2.65 ,77722,112043,30688,48257,790141,9.83,3.88,14.18,6.10
Alaska,2001,22721,32900,11834,16380,443064, 5.12 , 2.67 , 7.42 , 3.69 ,2450,3801,1507,2185,18337,13.36,8.22,20.73,11.91
Arizona,2001,194684,280714,56178,83888,3861087, 5.04 , 1.45 , 7.27 , 2.17 ,23198,32682,10152,14350,143908,16.12,7.05,22.71,9.97
Arkansas,2001,71705,120196,42014,54173,2011990, 3.56 , 2.08 , 5.97 , 2.69 ,26881,47858,17705,24436,275595,9.75,6.42,17.36,8.86
California,2001,1530429,2063229,766341,925785,25177335, 6.07 , 3.04 , 8.19 , 3.67 ,412316,576480,223345,273571,1857355,22.19,12.02,31.03,14.72
Colorado,2001,146228,196210,38648,56096,3291814, 4.44 , 1.17 , 5.96 , 1.70 ,21211,30500,8712,13091,135279,15.67,6.44,22.54,9.67
Connecticut,2001,172974,225836,41572,60768,2593471, 6.66 , 1.60 , 8.70 , 2.34 ,57930,80691,19202,31316,227014,25.51,8.45,35.54,13.79
Delaware,2001,23737,37083,9558,16564,604636, 3.92 , 1.58 , 6.13 , 2.73 ,14582,21827,5093,9584,111506,13.07,4.56,19.57,8.59
Florida,2001,1247430,1461742,228252,300658,12568154, 9.92 , 1.81 , 11.63 , 2.39 ,440195,529137,108949,148376,1663243,26.46,6.55,31.81,8.92
Georgia,2001,475975,668965,128173,174110,6162187, 7.72 , 2.07 , 10.85 , 2.82 ,245213,357418,72580,103302,1576794,15.55,4.60,22.66,6.55
Hawaii,2001,39569,58296,10189,15643,931428, 4.24 , 1.09 , 6.25 , 1.67 ,1818,2648,481,790,20892,8.70,2.30,12.67,3.78
Idaho,2001,40117,56824,14161,20167,950204, 4.22 , 1.49 , 5.98 , 2.12 ,818,1110,371,485,7126,11.48,5.20,15.57,6.81
Illinois,2001,402114,547740,165422,209770,9272276, 4.33 , 1.78 , 5.90 , 2.26 ,188169,270172,117553,149657,1217812,15.45,9.65,22.18,12.28
Indiana,2001,292681,362790,64843,85809,4535822, 6.45 , 1.42 , 7.99 , 1.89 ,84435,108805,28229,37254,343472,24.58,8.21,31.67,10.84
Iowa,2001,81270,101493,31193,39155,2221237, 3.65 , 1.40 , 4.56 , 1.76 ,8074,11579,3618,5648,46985,17.18,7.70,24.64,12.02
Kansas,2001,91049,108230,33961,42538,1998360, 4.55 , 1.69 , 5.41 , 2.12 ,22893,28786,10388,13696,113708,20.13,9.13,25.31,12.04
Kentucky,2001,108063,149054,54241,69665,3079098, 3.50 , 1.76 , 4.84 , 2.26 ,24609,36621,13804,19715,202257,12.16,6.82,18.10,9.74
Louisiana,2001,168592,264671,86033,121743,3268183, 5.15 , 2.63 , 8.09 , 3.72 ,106672,172974,68032,95359,964225,11.06,7.05,17.93,9.88
Maine,2001,32643,39280,8448,10152,991471, 3.29 , 0.85 , 3.96 , 1.02 ,378,495,74,138,7444,5.08,0.99,6.65,1.85
Maryland,2001,221187,282556,77054,100806,4017277, 5.50 , 1.91 , 7.03 , 2.50 ,127757,170537,50256,68650,1057970,12.07,4.75,16.11,6.48
Massachusetts,2001,245554,284784,33254,43842,4925984, 4.98 , 0.67 , 5.78 , 0.89 ,57480,68641,8626,12598,224611,25.59,3.84,30.56,5.60
Michigan,2001,266228,390829,95250,144099,7433782, 3.58 , 1.28 , 5.25 , 1.93 ,63241,114311,44382,72258,966393,6.54,4.59,11.82,7.47
Minnesota,2001,201706,242981,28108,34714,3717580, 5.42 , 0.75 , 6.53 , 0.93 ,22030,30895,7444,9753,114967,19.16,6.47,26.87,8.48
Mississippi,2001,82591,122191,34971,56431,2094765, 3.94 , 1.66 , 5.83 , 2.69 ,48551,75811,20947,37004,676673,7.17,3.09,11.20,5.46
Missouri,2001,192070,278548,71296,100053,4229728, 4.54 , 1.68 , 6.58 , 2.36 ,56596,88337,24238,37382,421065,13.44,5.75,20.97,8.87
Montana,2001,23346,33209,7801,11129,685747, 3.40 , 1.13 , 4.84 , 1.62 ,254,370,104,151,4013,6.34,2.59,9.23,3.77
Nebraska,2001,44886,54216,14027,17964,1276129, 3.51 , 1.09 , 4.24 , 1.40 ,7625,9692,3081,4249,50195,15.19,6.13,19.30,8.46
Nevada,2001,51958,73964,28643,38844,1543076, 3.36 , 1.85 , 4.79 , 2.51 ,13914,20171,7909,11087,111823,12.44,7.07,18.03,9.91
New Hamp,2001,27348,33342,6482,8874,951142, 2.87 , 0.68 , 3.50 , 0.93 ,2163,2899,504,637,9383,23.05,5.37,30.89,6.79
New Jersey,2001,361369,504308,110096,138238,6396274, 5.64 , 1.72 , 7.88 , 2.16 ,179920,258372,57827,77954,782717,22.98,7.38,33.00,9.95
New Mexico,2001,66135,82459,20517,26185,1328276, 4.97 , 1.54 , 6.20 , 1.97 ,7350,8849,2858,3517,37014,19.85,7.72,23.90,9.50
New York,2001,382288,611860,209899,277433,14441533, 2.64 , 1.45 , 4.23 , 1.92 ,184755,308672,140124,177499,2322329,7.95,6.03,13.29,7.64
North Carolina,2001,250737,323726,122513,154492,6171175, 4.06 , 1.98 , 5.24 , 2.50 ,121602,163804,65530,86477,1219325,9.97,5.37,13.43,7.09
North Dakota,2001,14710,18487,4198,5309,485091, 3.03 , 0.86 , 3.81 , 1.09 ,347,446,140,168,4230,8.21,3.32,10.56,3.98
Ohio,2001,425751,529243,170252,215533,8537248, 4.98 , 1.99 , 6.19 , 2.52 ,190147,240395,84230,108761,901325,21.09,9.34,26.67,12.06
Oklahoma,2001,162702,213760,52701,75481,2588799, 6.28 , 2.03 , 8.25 , 2.91 ,38146,53137,15188,23379,188107,20.27,8.07,28.24,12.42
Oregon,2001,103465,160929,40464,51919,2618763, 3.95 , 1.54 , 6.14 , 1.98 ,6869,12655,4708,6331,52038,13.20,9.04,24.32,12.16
Pennsylvania,2001,220622,389284,76792,114854,9418495, 2.34 , 0.81 , 4.13 , 1.21 ,60083,129473,27701,51567,813428,7.38,3.40,15.91,6.33
Rhode Island,2001,45413,65066,9267,12508,814451, 5.57 , 1.13 , 7.98 , 1.53 ,10700,15585,2619,3749,37552,28.49,6.97,41.50,9.98
South Carolina,2001,121040,172847,62264,84840,3046567, 3.97 , 2.04 , 5.67 , 2.78 ,62349,95012,34685,50506,804527,7.74,4.31,11.80,6.27
South Dakota,2001,28328,36082,8658,11470,560348, 5.05 , 1.54 , 6.43 , 2.04 ,326,554,242,366,5281,6.18,4.59,10.50,6.94
Tennessee,2001,179375,243883,67988,91659,4348929, 4.12 , 1.56 , 5.60 , 2.10 ,77128,107993,32078,44120,642154,12.01,4.99,16.81,6.87
Texas,2001,896885,1427910,309119,471189,15302983, 5.86 , 2.01 , 9.33 , 3.07 ,279381,446288,113554,187323,1839625,15.18,6.17,24.25,10.18
Utah,2001,38763,55476,17349,22692,1549836, 2.50 , 1.11 , 3.57 , 1.46 ,1871,2818,1146,1557,16668,11.22,6.88,16.90,9.34
Vermont,2001,18305,23521,5897,7638,471443, 3.88 , 1.25 , 4.98 , 1.62 ,209,309,88,139,4127,5.08,2.14,7.48,3.37
Virginia,2001,244695,316502,78015,109618,5433719, 4.50 , 1.43 , 5.82 , 2.01 ,125067,167717,41435,62631,1005363,12.44,4.12,16.68,6.22
Washington,2001,215875,318367,46828,61987,4483340, 4.81 , 1.04 , 7.10 , 1.38 ,27217,42347,7656,11088,159329,17.08,4.80,26.57,6.95
West Virginia,2001,21918,31183,9164,13379,1406199, 1.55 , 0.65 , 2.21 , 0.95 ,2233,3484,1338,2010,45781,4.87,2.92,7.61,4.39
Wisconsin,2001,119979,175758,43085,64618,4064317, 2.95 , 1.06 , 4.32 , 1.58 ,32369,53847,16274,26657,203041,15.94,8.01,26.52,13.12
Wyoming,2001,13780,19080,4790,6474,369486, 3.72 , 1.29 , 5.16 , 1.75 ,379,596,190,291,4040,9.38,4.71,14.75,7.21
Alabama,2000,152301,216122,60274,86499,3333000, 4.56 , 1.80 , 6.48 , 2.59 ,73662,107485,29387,46617,800000,9.20,3.67,13.43,5.82
Alaska,2000,22065,29455,11205,13333,430000, 5.13 , 2.60 , 6.85 , 3.10 ,2353,3319,1462,1780,17000,13.84,8.60,19.52,10.47
Arizona,2000,179484,261418,53499,80009,3625000, 4.95 , 1.47 , 7.21 , 2.20 ,21994,31044,9923,13939,137000,16.05,7.24,22.65,10.17
Arkansas,2000,65804,116725,39986,51901,1929000, 3.41 , 2.07 , 6.05 , 2.69 ,25382,47292,17160,23756,276000,9.19,6.21,17.13,8.60
California,2000,1466713,1998008,727342,890343,24873000, 5.89 , 2.92 , 8.03 , 3.57 ,387931,552389,210890,263031,1853000,20.93,11.38,29.81,14.19
Colorado,2000,144269,188063,36409,53242,3067000, 4.70 , 1.18 , 6.13 , 1.73 ,20940,29413,8299,12523,132000,15.86,6.28,22.28,9.48
Connecticut,2000,168666,213850,39362,52517,2499000, 6.74 , 1.57 , 8.55 , 2.10 ,56953,75370,18347,26649,221000,25.77,8.30,34.10,12.05
Delaware,2000,21286,31496,8667,12604,582000, 3.65 , 1.48 , 5.41 , 2.16 ,13269,18626,4626,7150,108000,12.28,4.28,17.24,6.62
Florida,2000,1172339,1386032,223060,294293,11774000, 9.95 , 1.89 , 11.77 , 2.49 ,414425,503404,106391,145818,1600000,25.90,6.64,31.46,9.11
Georgia,2000,437138,625799,121019,165251,5893000, 7.41 , 2.05 , 10.61 , 2.80 ,221959,331602,68481,98064,1577000,14.07,4.34,21.02,6.21
Hawaii,2000,38819,54998,9859,13412,909000, 4.27 , 1.08 , 6.05 , 1.47 ,1687,2383,462,663,27000,6.24,1.71,8.82,2.45
Idaho,2000,35044,51107,13145,18671,921000, 3.80 , 1.42 , 5.54 , 2.02 ,735,1016,352,458,7000,10.51,5.04,14.51,6.54
Illinois,2000,392982,552618,178396,223677,8983000, 4.37 , 1.98 , 6.15 , 2.49 ,180569,268251,106765,139544,1249000,14.45,8.54,21.47,11.17
Indiana,2000,275375,341497,60163,80288,4448000, 6.19 , 1.35 , 7.67 , 1.80 ,78542,101544,25722,34386,353000,22.25,7.28,28.76,9.74
Iowa,2000,75386,95760,28181,36136,2165000, 3.48 , 1.30 , 4.42 , 1.66 ,7390,10910,3319,5348,45000,16.42,7.37,24.24,11.88
Kansas,2000,88264,105544,33133,41477,1983000, 4.45 , 1.67 , 5.32 , 2.09 ,21841,27729,9933,13151,112000,19.50,8.86,24.75,11.74
Kentucky,2000,104838,143140,51275,66194,2993000, 3.50 , 1.71 , 4.78 , 2.21 ,23375,34697,12708,18425,207000,11.29,6.13,16.76,8.90
Louisiana,2000,159983,254875,80808,115855,3255000, 4.91 , 2.48 , 7.83 , 3.55 ,102055,167465,65364,92184,956000,10.67,6.83,17.51,9.64
Maine,2000,31637,37346,8389,10068,968000, 3.26 , 0.86 , 3.85 , 1.04 ,366,473,72,135,7000,5.23,1.03,6.76,1.93
Maryland,2000,219181,280540,77378,100916,3925000, 5.58 , 1.97 , 7.14 , 2.57 ,125007,167740,48760,66988,1058000,11.81,4.60,15.85,6.33
Massachusetts,2000,236965,276882,33411,44133,4749000, 4.98 , 0.70 , 5.83 , 0.92 ,56066,67412,8767,12790,270000,20.76,3.24,24.96,4.73
Michigan,2000,244216,362646,92086,139804,7358000, 3.31 , 1.25 , 4.92 , 1.90 ,64906,113906,43002,70232,977000,6.64,4.40,11.65,7.18
Minnesota,2000,195307,236784,26791,33029,3547000, 5.50 , 0.75 , 6.67 , 0.93 ,21383,30248,7182,9491,106000,20.17,6.77,28.53,8.95
Mississippi,2000,77446,115387,32981,53222,2047000, 3.78 , 1.61 , 5.63 , 2.60 ,45152,71224,19629,34774,675000,6.68,2.90,10.55,5.15
Missouri,2000,179447,262459,65711,93034,4105000, 4.37 , 1.60 , 6.39 , 2.26 ,52873,83344,22518,35007,425000,12.44,5.29,19.61,8.23
Montana,2000,21423,30950,7358,10463,668000, 3.20 , 1.10 , 4.63 , 1.56 ,234,346,100,144,4000,5.86,2.50,8.65,3.60
Nebraska,2000,43618,53045,13524,17419,1234000, 3.53 , 1.09 , 4.29 , 1.41 ,6827,8903,3017,4172,49000,13.93,6.15,18.17,8.51
Nevada,2000,47659,70653,26639,36651,1390000, 3.42 , 1.91 , 5.08 , 2.63 ,12804,19260,7668,10787,105000,12.19,7.30,18.34,10.27
New Hamp,2000,26887,32515,6146,8403,911000, 2.95 , 0.67 , 3.56 , 0.92 ,2078,2764,466,592,9000,23.09,5.18,30.71,6.57
New Jersey,2000,344525,487631,104135,133919,6245000, 5.51 , 1.66 , 7.80 , 2.14 ,174207,253127,55409,76710,856000,20.35,6.47,29.57,8.96
New Mexico,2000,61025,77332,19188,24530,1263000, 4.83 , 1.51 , 6.12 , 1.94 ,7168,8650,2802,3423,37000,19.37,7.57,23.37,9.25
New York,2000,374504,605287,203036,273234,13805000, 2.71 , 1.47 , 4.38 , 1.97 ,183984,308815,139154,178004,2309000,7.96,6.02,13.37,7.70
North Carolina,2000,244894,315547,122716,153982,5797000, 4.22 , 2.11 , 5.44 , 2.65 ,117748,158658,64973,85453,1173000,10.03,5.53,13.52,7.28
North Dakota,2000,14004,17640,3929,5005,477000, 2.93 , 0.82 , 3.69 , 1.04 ,315,410,131,158,4000,7.88,3.28,10.27,3.96
Ohio,2000,395537,515648,162129,207962,8433000, 4.69 , 1.92 , 6.11 , 2.46 ,178419,235034,78748,103577,895000,19.93,8.79,26.26,11.57
Oklahoma,2000,153011,205100,48846,72027,2531000, 6.04 , 1.92 , 8.10 , 2.84 ,35809,51092,14006,22342,185000,19.35,7.57,27.61,12.07
Oregon,2000,102949,157223,40252,50882,2530000, 4.06 , 1.59 , 6.21 , 2.01 ,6951,12405,4722,6228,51000,13.63,9.25,24.32,12.21
Pennsylvania,2000,220604,383379,72130,108977,9155000, 2.40 , 0.78 , 4.18 , 1.19 ,59076,126033,26494,49598,820000,7.20,3.23,15.36,6.04
Rhode Island,2000,42095,60390,7828,9794,753000, 5.59 , 1.03 , 8.01 , 1.30 ,9738,14157,1847,2533,36000,27.05,5.13,39.32,7.03
South Carolina,2000,112204,164414,59679,81457,2977000, 3.76 , 2.00 , 5.52 , 2.73 ,56780,89536,32967,48229,816000,6.95,4.04,10.97,5.91
South Dakota,2000,27422,34538,8191,10807,542000, 5.05 , 1.51 , 6.37 , 1.99 ,306,519,224,339,5000,6.13,4.48,10.39,6.79
Tennessee,2000,166588,229017,63159,85325,4221000, 3.94 , 1.49 , 5.42 , 2.02 ,67181,96994,25501,36778,635000,10.57,4.01,15.27,5.79
Texas,2000,830431,1356398,282178,440175,14850000, 5.59 , 1.90 , 9.13 , 2.96 ,265167,430040,103033,174948,1800000,14.73,5.72,23.89,9.71
Utah,2000,36234,52712,15957,21587,1465000, 2.47 , 1.08 , 3.59 , 1.47 ,1762,2704,1075,1507,16000,11.01,6.72,16.90,9.42
Vermont,2000,17490,22692,5416,7113,460000, 3.80 , 1.17 , 4.93 , 1.54 ,178,276,71,121,4000,4.45,1.79,6.91,3.02
Virginia,2000,232412,299171,75349,105517,5263000, 4.41 , 1.43 , 5.68 , 2.00 ,115086,154909,39883,60117,1005000,11.45,3.96,15.41,5.98
Washington,2000,195695,292078,40346,55261,4368000, 4.48 , 0.92 , 6.68 , 1.26 ,26668,40959,7135,10511,154000,17.31,4.63,26.59,6.82
West Virginia,2000,21017,29892,8907,12763,1416000, 1.48 , 0.62 , 2.11 , 0.90 ,2110,3297,1288,1903,45000,4.68,2.86,7.32,4.23
Wisconsin,2000,114672,168697,40923,61535,3930000, 2.91 , 1.04 , 4.29 , 1.56 ,30735,51540,15307,25247,193000,15.92,7.93,26.70,13.08
Wyoming,2000,13226,18278,4567,6247,358000, 3.69 , 1.27 , 5.10 , 1.74 ,366,576,187,288,4000,9.16,4.68,14.40,7.20
Alabama,1999,144845,207396,58971,83629,3313000, 4.37 , 1.77 , 6.26 , 2.52 ,68819,101703,28402,44603,793500,8.67,3.57,12.81,5.62
Alaska,1999,19920,27218,9983,12308,433500, 4.59 , 2.30 , 6.27 , 2.83 ,2135,3097,1329,1676,16500,12.94,8.05,18.77,10.16
