State ,Year,SSI_recip
South Carolina,1993,103812
South Carolina,1994,108476
South Carolina,1995,111095
South Carolina,1996,112187
South Carolina,1997,109750
South Carolina,1998,109792
South Carolina,1999,108093
South Carolina,2000,107469
South Carolina,2001,106881
South Carolina,2002,105888
South Carolina,2003,105621
South Carolina,2004,105223
South Carolina,2005,105341
South Carolina,2006,105411
South Carolina,2007,105519
South Carolina,2008,107142
South Carolina,2009,109339
South Carolina,2010,112010
South Dakota,1980,8000
South Dakota,1981,7700
South Dakota,1982,7400
South Dakota,1983,7700
South Dakota,1984,8000
South Dakota,1985,8300
South Dakota,1986,8700
South Dakota,1987,9100
South Dakota,1988,9300
South Dakota,1989,9600
South Dakota,1990,10088
South Dakota,1991,10783
South Dakota,1992,11706
South Dakota,1993,12515
South Dakota,1994,13195
South Dakota,1995,13631
South Dakota,1996,13750
South Dakota,1997,13174
South Dakota,1998,13172
South Dakota,1999,12735
South Dakota,2000,12642
South Dakota,2001,12698
South Dakota,2002,12666
South Dakota,2003,12577
South Dakota,2004,12469
South Dakota,2005,12573
South Dakota,2006,12748
South Dakota,2007,12961
South Dakota,2008,13083
South Dakota,2009,13542
South Dakota,2010,13848
Tennessee,1980,130600
Tennessee,1981,126800
Tennessee,1982,122600
Tennessee,1983,124100
Tennessee,1984,127600
Tennessee,1985,128000
Tennessee,1986,129300
Tennessee,1987,131900
Tennessee,1988,133600
Tennessee,1989,135700
Tennessee,1990,139836
Tennessee,1991,147375
Tennessee,1992,159026
Tennessee,1993,167590
Tennessee,1994,174539
Tennessee,1995,179676
Tennessee,1996,178885
Tennessee,1997,171828
Tennessee,1998,170156
Tennessee,1999,166327
Tennessee,2000,164202
Tennessee,2001,162920
Tennessee,2002,161673
Tennessee,2003,161246
Tennessee,2004,160521
Tennessee,2005,161099
Tennessee,2006,162574
Tennessee,2007,163142
Tennessee,2008,165151
Tennessee,2009,169325
Tennessee,2010,174503
Texas,1980,261700
Texas,1981,253900
Texas,1982,241400
Texas,1983,244300
Texas,1984,249400
Texas,1985,255100
Texas,1986,264800
Texas,1987,269500
Texas,1988,274400
Texas,1989,282300
Texas,1990,294740
Texas,1991,314636
Texas,1992,345186
Texas,1993,370719
Texas,1994,390346
Texas,1995,404097
Texas,1996,412028
Texas,1997,407010
Texas,1998,409087
Texas,1999,407872
Texas,2000,409162
Texas,2001,418235
Texas,2002,435844
Texas,2003,454857
Texas,2004,472347
Texas,2005,501762
Texas,2006,524458
Texas,2007,544605
Texas,2008,566281
Texas,2009,589929
Texas,2010,616563
Utah,1980,7800
Utah,1981,7600
Utah,1982,7500
Utah,1983,7800
Utah,1984,8200
Utah,1985,8700
Utah,1986,9200
Utah,1987,9900
Utah,1988,10600
Utah,1989,11300
Utah,1990,12616
Utah,1991,14024
Utah,1992,16306
Utah,1993,18199
Utah,1994,19807
Utah,1995,20462
Utah,1996,21013
Utah,1997,20304
Utah,1998,20242
Utah,1999,19968
Utah,2000,20130
Utah,2001,20545
Utah,2002,21003
Utah,2003,21357
Utah,2004,21646
Utah,2005,22587
Utah,2006,23532
Utah,2007,24472
Utah,2008,25443
Utah,2009,26604
Utah,2010,28079
Vermont,1980,8900
Vermont,1981,8700
Vermont,1982,8500
Vermont,1983,8700
Vermont,1984,9000
Vermont,1985,9300
Vermont,1986,9500
Vermont,1987,9600
Vermont,1988,9700
Vermont,1989,9700
Vermont,1990,10068
Vermont,1991,10696
Vermont,1992,11503
Vermont,1993,12176
Vermont,1994,12681
Vermont,1995,13015
Vermont,1996,12890
Vermont,1997,12715
Vermont,1998,12683
Vermont,1999,12551
Vermont,2000,12525
Vermont,2001,12554
Vermont,2002,12711
Vermont,2003,12841
Vermont,2004,12915
Vermont,2005,13138
Vermont,2006,13457
Vermont,2007,13920
Vermont,2008,14353
Vermont,2009,14690
Vermont,2010,15289
Virginia,1980,80600
Virginia,1981,79200
Virginia,1982,77600
Virginia,1983,79300
Virginia,1984,83100
Virginia,1985,85300
Virginia,1986,87300
Virginia,1987,88900
Virginia,1988,90000
Virginia,1989,92000
Virginia,1990,95490
Virginia,1991,101363
Virginia,1992,110086
Virginia,1993,117809
Virginia,1994,124855
Virginia,1995,130310
Virginia,1996,133433
Virginia,1997,130954
Virginia,1998,132658
Virginia,1999,131910
Virginia,2000,131942
Virginia,2001,132808
Virginia,2002,132176
Virginia,2003,133607
Virginia,2004,134531
Virginia,2005,137340
Virginia,2006,139313
Virginia,2007,140419
Virginia,2008,141822
Virginia,2009,144278
Virginia,2010,148305
Washington,1980,45300
Washington,1981,43900
Washington,1982,42500
Washington,1983,43700
Washington,1984,45700
Washington,1985,47900
Washington,1986,50600
Washington,1987,52700
Washington,1988,54800
Washington,1989,57200
Washington,1990,61538
Washington,1991,67374
Washington,1992,74699
Washington,1993,81634
Washington,1994,87892
Washington,1995,91654
Washington,1996,94795
Washington,1997,94487
Washington,1998,97105
Washington,1999,98314
Washington,2000,100761
Washington,2001,104700
Washington,2002,105520
Washington,2003,108977
Washington,2004,111895
Washington,2005,115563
Washington,2006,118946
Washington,2007,121577
Washington,2008,124974
Washington,2009,130707
Washington,2010,137447
West Virginia,1980,41000
West Virginia,1981,40000
West Virginia,1982,39000
West Virginia,1983,39600
West Virginia,1984,41200
West Virginia,1985,42700
West Virginia,1986,43500
West Virginia,1987,44100
West Virginia,1988,44800
West Virginia,1989,45700
West Virginia,1990,47214
West Virginia,1991,50207
West Virginia,1992,54745
West Virginia,1993,60202
West Virginia,1994,64362
West Virginia,1995,67791
West Virginia,1996,69720
West Virginia,1997,69345
West Virginia,1998,70562
West Virginia,1999,70993
West Virginia,2000,71420
West Virginia,2001,72953
West Virginia,2002,74022
West Virginia,2003,75227
West Virginia,2004,75982
West Virginia,2005,76728
West Virginia,2006,77987
West Virginia,2007,78931
West Virginia,2008,79688
West Virginia,2009,79847
West Virginia,2010,80335
Wisconsin,1980,68300
Wisconsin,1981,64600
Wisconsin,1982,61200
Wisconsin,1983,62600
Wisconsin,1984,66400
Wisconsin,1985,71400
Wisconsin,1986,75600
Wisconsin,1987,79300
Wisconsin,1988,80800
Wisconsin,1989,82700
Wisconsin,1990,85766
Wisconsin,1991,90875
Wisconsin,1992,98186
Wisconsin,1993,106198
Wisconsin,1994,109683
Wisconsin,1995,111585
Wisconsin,1996,94719
Wisconsin,1997,90580
Wisconsin,1998,89575
Wisconsin,1999,86544
Wisconsin,2000,84887
Wisconsin,2001,85333
Wisconsin,2002,87128
Wisconsin,2003,88736
Wisconsin,2004,90026
Wisconsin,2005,92225
Wisconsin,2006,93549
Wisconsin,2007,96037
Wisconsin,2008,99014
Wisconsin,2009,103503
Wisconsin,2010,107476
Wyoming,1980,1800
Wyoming,1981,1600
Wyoming,1982,1700
Wyoming,1983,1800
Wyoming,1984,2000
Wyoming,1985,2300
Wyoming,1986,2500
Wyoming,1987,2600
Wyoming,1988,2800
Wyoming,1989,3200
Wyoming,1990,3458
Wyoming,1991,3895
Wyoming,1992,4548
Wyoming,1993,5154
Wyoming,1994,5512
Wyoming,1995,5759
Wyoming,1996,5876
Wyoming,1997,5760
Wyoming,1998,5744
Wyoming,1999,5784
Wyoming,2000,5798
Wyoming,2001,5790
Wyoming,2002,5663
Wyoming,2003,5660
Wyoming,2004,5645
Wyoming,2005,5797
Wyoming,2006,5786
Wyoming,2007,5832
Wyoming,2008,5903
Wyoming,2009,6168
Wyoming,2010,6369
