State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
Indiana,2002," 313,231 "," 381,795 "," 70,000 "," 91,611 "," 4,558,779 ", 6.87 , 1.53 , 8.37 , 2.00 ," 90,925 "," 115,105 "," 30,203 "," 39,506 "," 347,267 ", 26.18 , 8.69 , 33.14 , 11.37 
Iowa,2002," 84,597 "," 105,956 "," 32,865 "," 41,263 "," 2,232,958 ", 3.78 , 1.47 , 4.74 , 1.84 ," 8,734 "," 12,432 "," 3,980 "," 6,121 "," 41,440 ", 21.07 , 9.60 , 30.00 , 14.77 
Kansas,2002," 83,592 "," 101,501 "," 35,127 "," 44,062 "," 2,012,589 ", 4.15 , 1.74 , 5.04 , 2.18 ," 23,805 "," 29,949 "," 10,682 "," 14,128 "," 114,911 ", 20.71 , 9.29 , 26.06 , 12.29 
Kentucky,2002," 111,555 "," 156,232 "," 56,922 "," 72,855 "," 3,098,456 ", 3.60 , 1.83 , 5.04 , 2.35 ," 25,907 "," 38,915 "," 14,702 "," 20,808 "," 204,120 ", 12.69 , 7.20 , 19.06 , 10.19 
Louisiana,2002," 178,585 "," 274,828 "," 90,904 "," 126,640 "," 3,289,007 ", 5.42 , 2.76 , 8.35 , 3.85 ," 112,163 "," 178,600 "," 70,485 "," 97,832 "," 975,959 ", 11.49 , 7.22 , 18.29 , 10.02 
Maine,2002," 33,909 "," 41,069 "," 8,569 "," 10,469 "," 1,004,093 ", 3.37 , 0.85 , 4.09 , 1.04 , 393 , 524 , 77 , 149 ," 3,370 ", 11.67 , 2.31 , 15.55 , 4.43 
Maryland,2002," 226,515 "," 287,801 "," 79,025 "," 103,187 "," 4,078,282 ", 5.55 , 1.93 , 7.05 , 2.53 ," 131,334 "," 173,996 "," 51,648 "," 70,360 "," 1,075,921 ", 12.20 , 4.80 , 16.17 , 6.53 
Massachusetts,2002," 224,673 "," 263,618 "," 33,031 "," 43,360 "," 4,938,844 ", 4.54 , 0.66 , 5.33 , 0.87 ," 58,890 "," 69,947 "," 8,507 "," 12,382 "," 228,338 ", 25.79 , 3.72 , 30.63 , 5.42 
Michigan,2002," 314,844 "," 441,502 "," 98,563 "," 149,154 "," 7,484,586 ", 4.20 , 1.31 , 5.89 , 1.99 ," 63,439 "," 115,947 "," 46,263 "," 75,133 "," 972,490 ", 6.52 , 4.75 , 11.92 , 7.72 
Minnesota,2002," 207,069 "," 249,198 "," 29,715 "," 36,844 "," 3,764,276 ", 5.50 , 0.78 , 6.62 , 0.97 ," 22,996 "," 31,861 "," 7,714 "," 10,023 "," 103,981 ", 22.11 , 7.41 , 30.64 , 9.63 
Mississippi,2002," 86,609 "," 128,792 "," 36,880 "," 59,585 "," 2,105,144 ", 4.11 , 1.75 , 6.11 , 2.83 ," 51,079 "," 80,091 "," 22,151 "," 39,139 "," 683,776 ", 7.47 , 3.23 , 11.71 , 5.72 
Missouri,2002," 261,750 "," 349,902 "," 77,546 "," 107,645 "," 4,261,473 ", 6.14 , 1.81 , 8.21 , 2.52 ," 59,808 "," 92,394 "," 25,885 "," 39,643 "," 425,651 ", 14.05 , 6.08 , 21.70 , 9.31 
Montana,2002," 24,970 "," 35,309 "," 8,421 "," 11,711 "," 691,595 ", 3.61 , 1.21 , 5.10 , 1.69 , 274 , 395 , 113 , 159 ," 2,688 ", 10.20 , 4.21 , 14.70 , 5.95 
Nebraska,2002," 46,330 "," 55,542 "," 14,553 "," 18,611 "," 1,284,909 ", 3.60 , 1.13 , 4.32 , 1.44 ," 7,512 "," 9,588 "," 3,162 "," 4,366 "," 48,096 ", 15.62 , 6.57 , 19.93 , 9.07 
Nevada,2002," 54,021 "," 76,230 "," 29,825 "," 40,303 "," 1,601,236 ", 3.37 , 1.86 , 4.76 , 2.51 ," 14,487 "," 20,811 "," 8,199 "," 11,463 "," 95,943 ", 15.10 , 8.54 , 21.69 , 11.94 
New Hamp,2002," 27,301 "," 33,359 "," 6,817 "," 9,268 "," 967,040 ", 2.82 , 0.70 , 3.44 , 0.95 ," 2,130 "," 2,871 ", 530 , 666 ," 5,287 ", 40.29 , 10.03 , 54.31 , 12.60 
New Jersey,2002," 372,847 "," 513,938 "," 114,456 "," 142,347 "," 6,457,101 ", 5.77 , 1.77 , 7.95 , 2.20 ," 187,937 "," 265,131 "," 64,234 "," 84,181 "," 790,915 ", 23.76 , 8.12 , 33.52 , 10.64 
New Mexico,2002," 71,607 "," 89,425 "," 23,673 "," 29,662 "," 1,349,756 ", 5.30 , 1.75 , 6.62 , 2.19 ," 7,491 "," 9,125 "," 3,051 "," 3,747 "," 24,963 ", 30.01 , 12.22 , 36.55 , 15.01 
New York,2002," 391,524 "," 618,128 "," 215,009 "," 282,074 "," 14,557,470 ", 2.68 , 1.47 , 4.24 , 1.93 ," 185,597 "," 307,586 "," 139,076 "," 176,192 "," 1,855,125 ", 10.00 , 7.49 , 16.58 , 9.49 
North Carolina,2002," 258,073 "," 332,174 "," 122,671 "," 155,474 "," 6,248,539 ", 4.13 , 1.96 , 5.31 , 2.48 ," 125,452 "," 168,285 "," 65,447 "," 86,934 "," 1,238,602 ", 10.12 , 5.28 , 13.58 , 7.01 
North Dakota,2002," 15,507 "," 19,482 "," 4,490 "," 5,602 "," 484,623 ", 3.19 , 0.92 , 4.02 , 1.15 , 381 , 486 , 147 , 175 ," 3,586 ", 10.62 , 4.12 , 13.55 , 4.90 
Ohio,2002," 442,897 "," 553,858 "," 178,131 "," 223,777 "," 8,575,273 ", 5.16 , 2.07 , 6.45 , 2.60 ," 196,047 "," 249,150 "," 87,991 "," 112,719 "," 910,038 ", 21.54 , 9.66 , 27.37 , 12.38 
Oklahoma,2002," 169,556 "," 222,332 "," 56,204 "," 79,589 "," 2,609,846 ", 6.49 , 2.15 , 8.51 , 3.04 ," 39,423 "," 55,144 "," 16,111 "," 24,520 "," 193,957 ", 20.32 , 8.30 , 28.43 , 12.64 
Oregon,2002," 106,436 "," 165,323 "," 41,180 "," 53,266 "," 2,668,030 ", 3.98 , 1.54 , 6.19 , 1.99 ," 6,936 "," 12,892 "," 4,705 "," 6,417 "," 43,542 ", 15.93 , 10.80 , 29.61 , 14.73 
Pennsylvania,2002," 213,256 "," 396,094 "," 80,150 "," 120,318 "," 9,474,438 ", 2.25 , 0.84 , 4.18 , 1.26 ," 57,827 "," 132,911 "," 28,675 "," 53,862 "," 818,216 ", 7.06 , 3.50 , 16.24 , 6.58 
Rhode Island,2002," 47,153 "," 67,684 "," 10,598 "," 14,118 "," 823,971 ", 5.72 , 1.28 , 8.21 , 1.71 ," 11,022 "," 16,136 "," 3,009 "," 4,236 "," 26,603 ", 41.43 , 11.31 , 60.65 , 15.92 
South Carolina,2002," 127,734 "," 178,616 "," 64,654 "," 88,369 "," 3,085,678 ", 4.13 , 2.09 , 5.78 , 2.86 ," 66,648 "," 98,891 "," 36,279 "," 52,898 "," 813,073 ", 8.19 , 4.46 , 12.16 , 6.50 
South Dakota,2002," 29,487 "," 37,828 "," 9,388 "," 12,286 "," 563,378 ", 5.23 , 1.66 , 6.71 , 2.18 , 346 , 588 , 264 , 392 ," 3,652 ", 9.48 , 7.23 , 16.10 , 10.73 
Tennessee,2002," 192,467 "," 259,708 "," 73,189 "," 98,178 "," 4,395,187 ", 4.37 , 1.66 , 5.90 , 2.23 ," 82,881 "," 114,995 "," 34,543 "," 47,256 "," 652,395 ", 12.70 , 5.29 , 17.62 , 7.24 
Texas,2002," 968,091 "," 1,485,775 "," 330,866 "," 492,869 "," 15,589,150 ", 6.21 , 2.12 , 9.53 , 3.16 ," 296,455 "," 459,172 "," 121,902 "," 195,640 "," 1,718,923 ", 17.24 , 7.09 , 26.71 , 11.38 
Utah,2002," 41,267 "," 58,360 "," 18,361 "," 23,928 "," 1,580,915 ", 2.61 , 1.16 , 3.69 , 1.51 ," 1,947 "," 2,913 "," 1,190 "," 1,617 "," 12,530 ", 15.54 , 9.49 , 23.25 , 12.91 
Vermont,2002," 19,738 "," 25,059 "," 6,985 "," 8,848 "," 476,774 ", 4.14 , 1.46 , 5.25 , 1.85 , 267 , 370 , 129 , 183 ," 2,009 ", 13.33 , 6.47 , 18.45 , 9.15 
Virginia,2002," 258,665 "," 334,394 "," 80,621 "," 114,350 "," 5,506,787 ", 4.69 , 1.46 , 6.07 , 2.07 ," 135,330 "," 180,272 "," 42,913 "," 65,536 "," 1,021,302 ", 13.25 , 4.20 , 17.65 , 6.41 
Washington,2002," 205,836 "," 309,098 "," 49,290 "," 65,352 "," 4,561,886 ", 4.51 , 1.08 , 6.77 , 1.43 ," 32,241 "," 47,560 "," 9,697 "," 13,333 "," 131,130 ", 24.58 , 7.39 , 36.26 , 10.16 
West Virginia,2002," 23,010 "," 32,547 "," 9,616 "," 14,160 "," 1,411,335 ", 1.63 , 0.68 , 2.30 , 1.00 ," 2,391 "," 3,678 "," 1,413 "," 2,138 "," 42,197 ", 5.66 , 3.35 , 8.71 , 5.06 
Wisconsin,2002," 125,025 "," 183,148 "," 45,617 "," 67,750 "," 4,099,571 ", 3.04 , 1.11 , 4.46 , 1.65 ," 33,786 "," 56,215 "," 17,420 "," 28,093 "," 208,408 ", 16.21 , 8.35 , 26.97 , 13.48 
Wyoming,2002," 14,379 "," 19,899 "," 4,971 "," 6,708 "," 375,663 ", 3.82 , 1.32 , 5.29 , 1.78 , 395 , 620 , 197 , 301 ," 3,221 ", 12.26 , 6.12 , 19.27 , 9.36 
Alabama,2001," 158,194 "," 222,891 "," 62,217 "," 88,958 "," 3,355,089 ", 4.71 , 1.85 , 6.64 , 2.65 ," 77,722 "," 112,043 "," 30,688 "," 48,257 "," 790,141 ", 9.83 , 3.88 , 14.18 , 6.10 
Alaska,2001," 22,721 "," 32,900 "," 11,834 "," 16,380 "," 443,064 ", 5.12 , 2.67 , 7.42 , 3.69 ," 2,450 "," 3,801 "," 1,507 "," 2,185 "," 18,337 ", 13.36 , 8.22 , 20.73 , 11.91 
Arizona,2001," 194,684 "," 280,714 "," 56,178 "," 83,888 "," 3,861,087 ", 5.04 , 1.45 , 7.27 , 2.17 ," 23,198 "," 32,682 "," 10,152 "," 14,350 "," 105,728 ", 21.94 , 9.60 , 30.91 , 13.57 
Arkansas,2001," 71,705 "," 109,296 "," 42,014 "," 43,273 "," 2,011,990 ", 3.56 , 2.08 , 5.43 , 2.15 ," 26,881 "," 41,825 "," 17,705 "," 18,402 "," 275,595 ", 9.75 , 6.42 , 15.17 , 6.67 
California,2001," 1,530,429 "," 2,063,229 "," 766,341 "," 925,785 "," 25,177,335 ", 6.07 , 3.04 , 8.19 , 3.67 ," 412,316 "," 604,987 "," 223,345 "," 302,078 "," 1,488,498 ", 27.70 , 15.00 , 40.64 , 20.29 
Colorado,2001," 146,228 "," 196,210 "," 38,648 "," 56,096 "," 3,291,814 ", 4.44 , 1.17 , 5.96 , 1.70 ," 21,211 "," 30,500 "," 8,712 "," 13,091 "," 127,956 ", 16.57 , 6.80 , 23.83 , 10.23 
Connecticut,2001," 172,974 "," 225,836 "," 41,572 "," 60,768 "," 2,593,471 ", 6.66 , 1.60 , 8.70 , 2.34 ," 57,930 "," 80,691 "," 19,202 "," 31,316 "," 203,316 ", 28.49 , 9.44 , 39.68 , 15.40 
Delaware,2001," 23,737 "," 37,083 "," 9,558 "," 16,564 "," 604,636 ", 3.92 , 1.58 , 6.13 , 2.73 ," 14,582 "," 21,827 "," 5,093 "," 9,584 "," 100,451 ", 14.51 , 5.07 , 21.72 , 9.54 
Florida,2001," 1,248,078 "," 1,462,389 "," 228,252 "," 300,658 "," 12,568,154 ", 9.93 , 1.81 , 11.63 , 2.39 ," 440,195 "," 529,137 "," 108,949 "," 148,376 "," 1,460,779 ", 30.13 , 7.45 , 36.22 , 10.15 
Georgia,2001," 381,643 "," 574,633 "," 128,173 "," 174,110 "," 6,162,187 ", 6.19 , 2.07 , 9.32 , 2.82 ," 245,213 "," 357,418 "," 72,580 "," 103,302 "," 1,576,794 ", 15.55 , 4.60 , 22.66 , 6.55 
Hawaii,2001," 39,569 "," 58,296 "," 10,189 "," 15,643 "," 931,428 ", 4.24 , 1.09 , 6.25 , 1.67 ," 1,818 "," 2,648 ", 481 , 790 ," 20,892 ", 8.70 , 2.30 , 12.67 , 3.78 
Idaho,2001," 40,117 "," 56,824 "," 14,161 "," 20,167 "," 950,204 ", 4.22 , 1.49 , 5.98 , 2.12 , 818 ," 1,110 ", 371 , 485 ," 4,485 ", 18.24 , 8.27 , 24.75 , 10.82 
Illinois,2001," 402,114 "," 547,740 "," 165,422 "," 209,770 "," 9,272,276 ", 4.33 , 1.78 , 5.90 , 2.26 ," 188,169 "," 270,172 "," 117,553 "," 149,657 "," 1,217,812 ", 15.45 , 9.65 , 22.18 , 12.28 
Indiana,2001," 292,681 "," 362,790 "," 64,843 "," 85,809 "," 4,535,822 ", 6.45 , 1.42 , 7.99 , 1.89 ," 84,435 "," 108,805 "," 28,229 "," 37,254 "," 343,472 ", 24.58 , 8.21 , 31.67 , 10.84 
Iowa,2001," 81,270 "," 101,493 "," 31,193 "," 39,155 "," 2,221,237 ", 3.65 , 1.40 , 4.56 , 1.76 ," 8,074 "," 11,579 "," 3,618 "," 5,648 "," 40,543 ", 19.91 , 8.92 , 28.56 , 13.93 
Kansas,2001," 74,495 "," 91,676 "," 33,961 "," 42,538 "," 1,998,360 ", 3.72 , 1.69 , 4.58 , 2.12 ," 22,893 "," 28,786 "," 10,388 "," 13,696 "," 112,994 ", 20.26 , 9.19 , 25.47 , 12.12 
Kentucky,2001," 108,063 "," 149,054 "," 54,241 "," 69,665 "," 3,079,098 ", 3.50 , 1.76 , 4.84 , 2.26 ," 24,609 "," 36,621 "," 13,804 "," 19,715 "," 202,257 ", 12.16 , 6.82 , 18.10 , 9.74 
Louisiana,2001," 168,607 "," 264,685 "," 86,033 "," 121,743 "," 3,268,183 ", 5.15 , 2.63 , 8.09 , 3.72 ," 106,672 "," 172,974 "," 68,032 "," 95,359 "," 964,225 ", 11.06 , 7.05 , 17.93 , 9.88 
Maine,2001," 32,643 "," 39,280 "," 8,448 "," 10,152 "," 991,471 ", 3.29 , 0.85 , 3.96 , 1.02 , 378 , 495 , 74 , 138 ," 3,330 ", 11.35 , 2.22 , 14.87 , 4.15 
Maryland,2001," 221,187 "," 282,556 "," 77,054 "," 100,806 "," 4,017,277 ", 5.50 , 1.91 , 7.03 , 2.50 ," 127,757 "," 170,537 "," 50,256 "," 68,650 "," 1,057,970 ", 12.07 , 4.75 , 16.11 , 6.48 
Massachusetts,2001," 245,554 "," 284,784 "," 33,254 "," 43,842 "," 4,925,984 ", 4.98 , 0.67 , 5.78 , 0.89 ," 57,480 "," 68,641 "," 8,626 "," 12,598 "," 224,611 ", 25.59 , 3.84 , 30.56 , 5.60 
Michigan,2001," 320,759 "," 445,359 "," 95,250 "," 144,099 "," 7,433,782 ", 4.31 , 1.28 , 5.99 , 1.93 ," 63,241 "," 114,311 "," 44,382 "," 72,258 "," 966,393 ", 6.54 , 4.59 , 11.82 , 7.47 
Minnesota,2001," 201,706 "," 242,981 "," 28,108 "," 34,714 "," 3,717,580 ", 5.42 , 0.75 , 6.53 , 0.93 ," 22,030 "," 30,895 "," 7,444 "," 9,753 "," 100,060 ", 22.01 , 7.43 , 30.87 , 9.74 
Mississippi,2001," 82,591 "," 122,191 "," 34,971 "," 56,431 "," 2,094,765 ", 3.94 , 1.66 , 5.83 , 2.69 ," 48,551 "," 75,811 "," 20,947 "," 37,004 "," 676,673 ", 7.17 , 3.09 , 11.20 , 5.46 
Missouri,2001," 192,070 "," 278,548 "," 71,296 "," 100,053 "," 4,229,728 ", 4.54 , 1.68 , 6.58 , 2.36 ," 56,596 "," 88,337 "," 24,238 "," 37,382 "," 421,065 ", 13.44 , 5.75 , 20.97 , 8.87 
Montana,2001," 29,768 "," 39,631 "," 7,801 "," 11,129 "," 685,747 ", 4.34 , 1.13 , 5.77 , 1.62 , 254 , 370 , 104 , 151 ," 2,619 ", 9.71 , 3.97 , 14.15 , 5.77 
Nebraska,2001," 44,886 "," 54,216 "," 14,027 "," 17,964 "," 1,276,129 ", 3.51 , 1.09 , 4.24 , 1.40 ," 7,625 "," 9,692 "," 3,081 "," 4,249 "," 47,015 ", 16.21 , 6.55 , 20.61 , 9.03 
Nevada,2001," 51,958 "," 73,964 "," 28,643 "," 38,844 "," 1,543,076 ", 3.36 , 1.85 , 4.79 , 2.51 ," 13,914 "," 20,171 "," 7,909 "," 11,087 "," 92,529 ", 15.03 , 8.54 , 21.80 , 11.98 
New Hamp,2001," 27,348 "," 33,342 "," 6,482 "," 8,874 "," 951,142 ", 2.87 , 0.68 , 3.50 , 0.93 ," 2,163 "," 2,899 ", 504 , 637 ," 5,176 ", 41.80 , 9.74 , 56.01 , 12.31 
New Jersey,2001," 361,369 "," 504,308 "," 110,096 "," 138,238 "," 6,396,274 ", 5.64 , 1.72 , 7.88 , 2.16 ," 179,920 "," 258,372 "," 57,827 "," 77,954 "," 782,717 ", 22.98 , 7.38 , 33.00 , 9.95 
New Mexico,2001," 67,294 "," 83,617 "," 20,517 "," 26,185 "," 1,328,276 ", 5.06 , 1.54 , 6.29 , 1.97 ," 7,350 "," 8,849 "," 2,858 "," 3,517 "," 24,550 ", 29.94 , 11.64 , 36.04 , 14.32 
New York,2001," 382,288 "," 611,860 "," 209,899 "," 277,433 "," 14,441,533 ", 2.64 , 1.45 , 4.23 , 1.92 ," 184,755 "," 308,672 "," 140,124 "," 177,499 "," 1,851,405 ", 9.97 , 7.56 , 16.67 , 9.58 
North Carolina,2001," 250,737 "," 323,726 "," 122,513 "," 154,492 "," 6,171,175 ", 4.06 , 1.98 , 5.24 , 2.50 ," 121,602 "," 163,804 "," 65,530 "," 86,477 "," 1,219,325 ", 9.97 , 5.37 , 13.43 , 7.09 
North Dakota,2001," 14,710 "," 18,487 "," 4,198 "," 5,309 "," 485,091 ", 3.03 , 0.86 , 3.81 , 1.09 , 347 , 446 , 140 , 168 ," 3,504 ", 9.92 , 4.01 , 12.75 , 4.81 
Ohio,2001," 425,751 "," 529,243 "," 170,252 "," 215,533 "," 8,537,248 ", 4.98 , 1.99 , 6.19 , 2.52 ," 190,147 "," 240,395 "," 84,230 "," 108,761 "," 901,325 ", 21.09 , 9.34 , 26.67 , 12.06 
Oklahoma,2001," 162,713 "," 213,771 "," 52,701 "," 75,481 "," 2,588,799 ", 6.28 , 2.03 , 8.25 , 2.91 ," 38,146 "," 53,137 "," 15,188 "," 23,379 "," 189,809 ", 20.09 , 8.00 , 27.99 , 12.31 
Oregon,2001," 103,465 "," 160,929 "," 40,464 "," 51,919 "," 2,618,763 ", 3.95 , 1.54 , 6.14 , 1.98 ," 6,869 "," 12,655 "," 4,708 "," 6,331 "," 42,481 ", 16.17 , 11.08 , 29.79 , 14.90 
Pennsylvania,2001," 220,622 "," 389,284 "," 76,792 "," 114,854 "," 9,418,495 ", 2.34 , 0.81 , 4.13 , 1.21 ," 60,083 "," 129,473 "," 27,701 "," 51,567 "," 813,428 ", 7.38 , 3.40 , 15.91 , 6.33 
Rhode Island,2001," 45,413 "," 65,066 "," 9,267 "," 12,508 "," 814,451 ", 5.57 , 1.13 , 7.98 , 1.53 ," 10,700 "," 15,585 "," 2,619 "," 3,749 "," 26,198 ", 40.84 , 9.99 , 59.49 , 14.31 
South Carolina,2001," 121,040 "," 172,847 "," 62,264 "," 84,840 "," 3,046,567 ", 3.97 , 2.04 , 5.67 , 2.78 ," 62,349 "," 95,012 "," 34,685 "," 50,506 "," 804,527 ", 7.74 , 4.31 , 11.80 , 6.27 
South Dakota,2001," 28,328 "," 36,082 "," 8,658 "," 11,470 "," 560,348 ", 5.05 , 1.54 , 6.43 , 2.04 , 326 , 554 , 242 , 366 ," 3,536 ", 9.23 , 6.86 , 15.68 , 10.37 
Tennessee,2001," 179,375 "," 243,883 "," 67,988 "," 91,659 "," 4,348,929 ", 4.12 , 1.56 , 5.60 , 2.10 ," 77,128 "," 107,993 "," 32,078 "," 44,120 "," 642,154 ", 12.01 , 4.99 , 16.81 , 6.87 
Texas,2001," 896,624 "," 1,427,650 "," 309,119 "," 471,189 "," 15,302,983 ", 5.85 , 2.01 , 9.32 , 3.07 ," 279,381 "," 446,288 "," 113,554 "," 187,323 "," 1,686,469 ", 16.56 , 6.73 , 26.46 , 11.10 
Utah,2001," 38,763 "," 55,476 "," 17,349 "," 22,692 "," 1,549,836 ", 2.50 , 1.11 , 3.57 , 1.46 ," 1,871 "," 2,818 "," 1,146 "," 1,557 "," 12,063 ", 15.51 , 9.50 , 23.36 , 12.90 
Vermont,2001," 18,308 "," 23,524 "," 5,897 "," 7,638 "," 471,443 ", 3.88 , 1.25 , 4.98 , 1.62 , 209 , 309 , 88 , 139 ," 1,948 ", 10.77 , 4.55 , 15.86 , 7.14 
Virginia,2001," 244,695 "," 316,502 "," 78,015 "," 109,618 "," 5,433,719 ", 4.50 , 1.43 , 5.82 , 2.01 ," 125,067 "," 167,717 "," 41,435 "," 62,631 "," 1,005,363 ", 12.44 , 4.12 , 16.68 , 6.22 
Washington,2001," 189,016 "," 291,508 "," 46,828 "," 61,987 "," 4,483,340 ", 4.21 , 1.04 , 6.50 , 1.38 ," 27,217 "," 42,347 "," 7,656 "," 11,088 "," 128,945 ", 21.10 , 5.93 , 32.84 , 8.59 
West Virginia,2001," 21,918 "," 31,183 "," 9,164 "," 13,379 "," 1,406,199 ", 1.55 , 0.65 , 2.21 , 0.95 ," 2,233 "," 3,484 "," 1,338 "," 2,010 "," 42,101 ", 5.30 , 3.17 , 8.27 , 4.77 
Wisconsin,2001," 119,979 "," 175,758 "," 43,085 "," 64,618 "," 4,064,317 ", 2.95 , 1.06 , 4.32 , 1.58 ," 32,369 "," 53,847 "," 16,274 "," 26,657 "," 203,041 ", 15.94 , 8.01 , 26.52 , 13.12 
Wyoming,2001," 13,780 "," 19,080 "," 4,790 "," 6,474 "," 369,486 ", 3.72 , 1.29 , 5.16 , 1.75 , 379 , 596 , 190 , 291 ," 3,090 ", 12.26 , 6.16 , 19.29 , 9.43 
Alabama,2000," 152,301 "," 216,122 "," 60,274 "," 86,499 "," 3,333,000 ", 4.56 , 1.80 , 6.48 , 2.59 ," 73,662 "," 107,485 "," 29,387 "," 46,617 "," 800,000 ", 9.20 , 3.67 , 13.43 , 5.82 
Alaska,2000," 22,065 "," 29,455 "," 11,205 "," 13,333 "," 430,000 ", 5.13 , 2.60 , 6.85 , 3.10 ," 2,353 "," 3,319 "," 1,462 "," 1,780 "," 17,000 ", 13.84 , 8.60 , 19.52 , 10.47 
Arizona,2000," 179,484 "," 261,418 "," 53,499 "," 80,009 "," 3,625,000 ", 4.95 , 1.47 , 7.21 , 2.20 ," 21,994 "," 31,044 "," 9,923 "," 13,939 "," 137,000 ", 16.05 , 7.24 , 22.65 , 10.17 
Arkansas,2000," 65,804 "," 116,725 "," 39,986 "," 51,901 "," 1,929,000 ", 3.41 , 2.07 , 6.05 , 2.69 ," 25,382 "," 47,292 "," 17,160 "," 23,756 "," 276,000 ", 9.19 , 6.21 , 17.13 , 8.60 
California,2000," 1,466,713 "," 1,998,008 "," 727,342 "," 890,343 "," 24,873,000 ", 5.89 , 2.92 , 8.03 , 3.57 ," 387,931 "," 580,738 "," 210,890 "," 291,380 "," 1,853,000 ", 20.93 , 11.38 , 31.34 , 15.72 
Colorado,2000," 144,269 "," 188,063 "," 36,409 "," 53,242 "," 3,067,000 ", 4.70 , 1.18 , 6.13 , 1.73 ," 20,940 "," 29,413 "," 8,299 "," 12,523 "," 132,000 ", 15.86 , 6.28 , 22.28 , 9.48 
Connecticut,2000," 168,666 "," 213,850 "," 39,362 "," 52,517 "," 2,499,000 ", 6.74 , 1.57 , 8.55 , 2.10 ," 56,953 "," 75,370 "," 18,347 "," 26,649 "," 221,000 ", 25.77 , 8.30 , 34.10 , 12.05 
Delaware,2000," 21,286 "," 31,496 "," 8,667 "," 12,604 "," 582,000 ", 3.65 , 1.48 , 5.41 , 2.16 ," 13,269 "," 18,626 "," 4,626 "," 7,150 "," 108,000 ", 12.28 , 4.28 , 17.24 , 6.62 
Florida,2000," 1,173,011 "," 1,386,704 "," 223,060 "," 294,293 "," 11,774,000 ", 9.96 , 1.89 , 11.77 , 2.49 ," 414,425 "," 503,404 "," 106,391 "," 145,818 "," 1,600,000 ", 25.90 , 6.64 , 31.46 , 9.11 
Georgia,2000," 340,411 "," 529,072 "," 121,019 "," 165,251 "," 5,893,000 ", 5.77 , 2.05 , 8.97 , 2.80 ," 221,959 "," 331,602 "," 68,481 "," 98,064 "," 1,577,000 ", 14.07 , 4.34 , 21.02 , 6.21 
Hawaii,2000," 38,819 "," 54,998 "," 9,859 "," 13,412 "," 909,000 ", 4.27 , 1.08 , 6.05 , 1.47 ," 1,687 "," 2,383 ", 462 , 663 ," 27,000 ", 6.24 , 1.71 , 8.82 , 2.45 
Idaho,2000," 35,044 "," 51,107 "," 13,145 "," 18,671 "," 921,000 ", 3.80 , 1.42 , 5.54 , 2.02 , 735 ," 1,016 ", 352 , 458 ," 7,000 ", 10.51 , 5.04 , 14.51 , 6.54 
Illinois,2000," 392,982 "," 552,618 "," 178,396 "," 223,677 "," 8,983,000 ", 4.37 , 1.98 , 6.15 , 2.49 ," 180,569 "," 268,251 "," 125,262 "," 158,042 "," 1,249,000 ", 14.45 , 10.02 , 21.47 , 12.65 
Indiana,2000," 275,375 "," 341,497 "," 60,163 "," 80,288 "," 4,448,000 ", 6.19 , 1.35 , 7.67 , 1.80 ," 78,542 "," 101,544 "," 25,722 "," 34,386 "," 353,000 ", 22.25 , 7.28 , 28.76 , 9.74 
Iowa,2000," 75,386 "," 95,760 "," 28,181 "," 36,136 "," 2,165,000 ", 3.48 , 1.30 , 4.42 , 1.66 ," 7,390 "," 10,910 "," 3,319 "," 5,348 "," 45,000 ", 16.42 , 7.37 , 24.24 , 11.88 
Kansas,2000," 88,264 "," 105,544 "," 33,133 "," 41,477 "," 1,983,000 ", 4.45 , 1.67 , 5.32 , 2.09 ," 21,841 "," 27,729 "," 9,933 "," 13,151 "," 112,000 ", 19.50 , 8.86 , 24.75 , 11.74 
Kentucky,2000," 104,838 "," 143,140 "," 51,275 "," 66,194 "," 2,993,000 ", 3.50 , 1.71 , 4.78 , 2.21 ," 23,375 "," 34,697 "," 12,708 "," 18,425 "," 207,000 ", 11.29 , 6.13 , 16.76 , 8.90 
Louisiana,2000," 159,997 "," 254,889 "," 80,808 "," 115,855 "," 3,255,000 ", 4.91 , 2.48 , 7.83 , 3.55 ," 102,055 "," 167,465 "," 65,364 "," 92,184 "," 956,000 ", 10.67 , 6.83 , 17.51 , 9.64 
Maine,2000," 31,637 "," 37,346 "," 8,389 "," 10,068 "," 968,000 ", 3.26 , 0.86 , 3.85 , 1.04 , 366 , 473 , 72 , 135 ," 7,000 ", 5.23 , 1.03 , 6.76 , 1.93 
Maryland,2000," 219,181 "," 280,540 "," 77,378 "," 100,916 "," 3,925,000 ", 5.58 , 1.97 , 7.14 , 2.57 ," 125,007 "," 167,740 "," 48,760 "," 66,988 "," 1,058,000 ", 11.81 , 4.60 , 15.85 , 6.33 
Massachusetts,2000," 236,965 "," 276,882 "," 33,411 "," 44,133 "," 4,749,000 ", 4.98 , 0.70 , 5.83 , 0.92 ," 56,066 "," 67,412 "," 8,767 "," 12,790 "," 270,000 ", 20.76 , 3.24 , 24.96 , 4.73 
